settlement_date,qa_target_definition,qa_wind_voltage_positive_mwh,qa_wind_thermal_positive_mwh,qa_wind_relevant_positive_mwh,qa_inertia_positive_mwh,qa_largest_loss_positive_mwh,qa_voltage_share_of_target,qa_thermal_share_of_target,qa_primary_driver,gb_daily_estimated_lost_energy_mwh,dispatch_down_mwh_lower_bound,remaining_qa_shortfall_mwh,dispatch_coverage_ratio_vs_qa_target,lost_energy_capture_ratio_vs_qa_target,estimated_dispatch_share_of_total_dispatch,blocked_dispatch_share_of_total_dispatch,unmapped_dispatch_share_of_total_dispatch,dispatch_alignment_inference,recoverability_audit_state
2024-10-06,wind_constraints_positive_only_v1,11968,0,11968,9116,0,1.0,0.0,voltage_dominant,1251.8492035209256,1414.8,10716.150796479074,0.11821524064171123,0.10459969949205594,0.9996348129299781,0.0003651870700216756,0.12120087644896807,dispatch_source_shortfall_inferred,source_limited
