settlement_date,elexon_bm_unit,national_grid_bm_unit,cluster_key,cluster_label,parent_region,mapping_status,dispatch_half_hour_count,estimated_dispatch_half_hour_count,blocked_dispatch_half_hour_count,accepted_down_delta_mwh_lower_bound,same_bmu_dispatch_down_increment_mwh_lower_bound,family_day_dispatch_down_increment_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,estimated_dispatch_down_mwh_lower_bound,blocked_dispatch_down_mwh_lower_bound,blocked_outage_dispatch_down_mwh_lower_bound,blocked_availability_unknown_dispatch_down_mwh_lower_bound,blocked_physical_below_generation_dispatch_down_mwh_lower_bound,blocked_physical_inconsistent_dispatch_down_mwh_lower_bound,lost_energy_mwh,dispatch_alignment_state,primary_dispatch_block_reason
2024-10-06,T_GORDW-2,GORDW-2,,,,unmapped,6,4,2,0.41666666666666663,14.058333333333334,0.0,14.058333333333334,14.058333333333334,0.41666666666666663,0.0,0.0,0.41666666666666663,0.0,8.147333333333334,partially_blocked,physical_below_generation
2024-10-06,T_MOWEO-1,MOWEO-1,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,4,3,1,1.7666666666666668,304.8333333333333,0.0,304.8333333333333,306.5,0.1,0.0,0.0,0.1,0.0,159.753,partially_blocked,physical_below_generation
2024-10-06,T_SGRWO-6,SGRWO-6,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,8,8,0,11.5,321.3,0.0,321.3,332.8,0.0,0.0,0.0,0.0,0.0,434.9826100710418,fully_estimated,
2024-10-06,T_PNYCW-1,PNYCW-1,,,England/Wales,region_only,2,2,0,7.933333333333334,0.0,0.0,0.0,7.933333333333334,0.0,0.0,0.0,0.0,0.0,31.623499999999964,fully_estimated,
2024-10-06,T_SGRWO-5,SGRWO-5,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,13,13,0,3.716666666666667,366.8666666666667,0.0,366.8666666666667,370.5833333333333,0.0,0.0,0.0,0.0,0.0,246.05499999999998,fully_estimated,
2024-10-06,T_SGRWO-2,SGRWO-2,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,7,7,0,2.1166666666666667,149.25833333333333,0.0,149.25833333333333,151.375,0.0,0.0,0.0,0.0,0.0,117.87626666666667,fully_estimated,
2024-10-06,T_SGRWO-4,SGRWO-4,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,6,6,0,1.65,67.76666666666667,0.0,67.76666666666667,69.41666666666667,0.0,0.0,0.0,0.0,0.0,106.37169344988412,fully_estimated,
2024-10-06,T_DOREW-1,DOREW-1,,,,unmapped,4,4,0,1.3333333333333333,73.91666666666667,0.0,73.91666666666667,75.25,0.0,0.0,0.0,0.0,0.0,44.03399999999999,fully_estimated,
2024-10-06,T_HALSW-1,HALSW-1,,,,unmapped,4,4,0,0.7,42.8,0.0,42.8,43.5,0.0,0.0,0.0,0.0,0.0,29.782,fully_estimated,
2024-10-06,T_VKNGW-3,VKNGW-3,shetland_wind,Shetland Wind,Scotland,mapped,3,3,0,0.65,1.4083333333333332,0.0,1.4083333333333332,2.0583333333333336,0.0,0.0,0.0,0.0,0.0,23.088933333333333,fully_estimated,
2024-10-06,T_VKNGW-4,VKNGW-4,shetland_wind,Shetland Wind,Scotland,mapped,3,3,0,0.6333333333333333,1.3416666666666668,0.0,1.3416666666666668,1.9749999999999999,0.0,0.0,0.0,0.0,0.0,21.825866666666666,fully_estimated,
2024-10-06,T_VKNGW-1,VKNGW-1,shetland_wind,Shetland Wind,Scotland,mapped,1,1,0,0.36666666666666664,0.0,0.0,0.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.9138000000000019,fully_estimated,
2024-10-06,T_DOREW-2,DOREW-2,,,,unmapped,4,4,0,0.2833333333333333,37.96666666666667,0.0,37.96666666666667,38.25,0.0,0.0,0.0,0.0,0.0,25.066000000000003,fully_estimated,
2024-10-06,T_VKNGW-2,VKNGW-2,shetland_wind,Shetland Wind,Scotland,mapped,1,1,0,0.21666666666666667,0.0,0.0,0.0,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,2.3292,fully_estimated,
