date,interval_start_local,interval_end_local,interval_start_utc,interval_end_utc,source_key,source_label,target_is_proxy,connector_scope,connector_assignment_method,connector_flow_assignment_method,connector_capacity_assignment_method,border_key,border_label,target_zone,neighbor_domain_key,connector_key,connector_label,hub_key,hub_label,landing_bias,current_route_fit,operator_name,commercial_model,service_state,commissioning_year,nominal_capacity_mw,nominal_capacity_share_of_border,review_state,reviewed_evidence_tier,reviewed_tier_accepted_flag,capacity_policy_action,border_flow_mw,border_flow_state,border_offered_capacity_mw,border_capacity_state,border_headroom_proxy_mw,reviewed_border_offered_capacity_mw,reviewed_border_capacity_state,reviewed_border_headroom_proxy_mw,reviewed_publication_state,reviewed_publication_evidence_tier,reviewed_publication_tier_accepted_flag,reviewed_publication_capacity_policy_action,reviewed_publication_capacity_limit_mw,reviewed_publication_source_provider,reviewed_publication_source_family,reviewed_publication_source_key,reviewed_publication_source_label,reviewed_publication_source_document_title,reviewed_publication_source_document_url,reviewed_publication_source_reference,reviewed_publication_source_published_date,reviewed_publication_source_count,operator_source_provider,operator_availability_state,operator_capacity_evidence_tier,operator_capacity_limit_mw,operator_source_gap_reason,connector_signed_flow_from_gb_mw_proxy,connector_export_flow_mw_proxy,connector_offered_capacity_mw_proxy,connector_headroom_proxy_mw,connector_capacity_evidence_tier,connector_gate_state,connector_gate_reason
2024-11-15,2024-11-15 17:00:00+00:00,2024-11-15 18:00:00+00:00,2024-11-15 17:00:00+00:00,2024-11-15 18:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa2,IFA2,ifa2,IFA2,south coast,current,National Grid IFA2 Limited / RTE,joint_venture_regulated,current,2021,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,326.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,partial_outage,operator_outage_truth,500.0,,81.5625,81.5625,500.0,500.0,operator_partial_capacity_truth,operator_partial_capacity_cap,Operator outage messages cap the France connector below nominal capacity for the hour.
2024-11-15,2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,eleclink,ElecLink,eleclink,ElecLink,south-east,current,ElecLink Limited / Getlink,merchant,current,2022,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,421.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,nordpool_umm,unknown_source,source_unavailable,,no_eleclink_source_available,105.3125,105.3125,1000.0,894.6875,nominal_static,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa,IFA,ifa,IFA,south-east,current,National Grid Interconnectors / RTE,joint_venture_regulated,current,1986,2000.0,0.5,capacity_unknown_default,none,False,keep_capacity_unknown,421.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,available,operator_no_active_outage,2000.0,,210.625,210.625,2000.0,1789.375,operator_no_active_outage,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 18:00:00+00:00,2024-11-15 19:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa2,IFA2,ifa2,IFA2,south coast,current,National Grid IFA2 Limited / RTE,joint_venture_regulated,current,2021,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,421.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,partial_outage,operator_outage_truth,500.0,,105.3125,105.3125,500.0,500.0,operator_partial_capacity_truth,operator_partial_capacity_cap,Operator outage messages cap the France connector below nominal capacity for the hour.
2024-11-15,2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,eleclink,ElecLink,eleclink,ElecLink,south-east,current,ElecLink Limited / Getlink,merchant,current,2022,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,882.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,nordpool_umm,unknown_source,source_unavailable,,no_eleclink_source_available,220.5625,220.5625,1000.0,779.4375,nominal_static,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa,IFA,ifa,IFA,south-east,current,National Grid Interconnectors / RTE,joint_venture_regulated,current,1986,2000.0,0.5,capacity_unknown_default,none,False,keep_capacity_unknown,882.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,available,operator_no_active_outage,2000.0,,441.125,441.125,2000.0,1558.875,operator_no_active_outage,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 19:00:00+00:00,2024-11-15 20:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa2,IFA2,ifa2,IFA2,south coast,current,National Grid IFA2 Limited / RTE,joint_venture_regulated,current,2021,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,882.25,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,partial_outage,operator_outage_truth,500.0,,220.5625,220.5625,500.0,500.0,operator_partial_capacity_truth,operator_partial_capacity_cap,Operator outage messages cap the France connector below nominal capacity for the hour.
2024-11-15,2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,eleclink,ElecLink,eleclink,ElecLink,south-east,current,ElecLink Limited / Getlink,merchant,current,2022,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,427.0,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,nordpool_umm,unknown_source,source_unavailable,,no_eleclink_source_available,106.75,106.75,1000.0,893.25,nominal_static,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa,IFA,ifa,IFA,south-east,current,National Grid Interconnectors / RTE,joint_venture_regulated,current,1986,2000.0,0.5,capacity_unknown_default,none,False,keep_capacity_unknown,427.0,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,available,operator_no_active_outage,2000.0,,213.5,213.5,2000.0,1786.5,operator_no_active_outage,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 20:00:00+00:00,2024-11-15 21:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa2,IFA2,ifa2,IFA2,south coast,current,National Grid IFA2 Limited / RTE,joint_venture_regulated,current,2021,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,427.0,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,partial_outage,operator_outage_truth,500.0,,106.75,106.75,500.0,500.0,operator_partial_capacity_truth,operator_partial_capacity_cap,Operator outage messages cap the France connector below nominal capacity for the hour.
2024-11-15,2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,eleclink,ElecLink,eleclink,ElecLink,south-east,current,ElecLink Limited / Getlink,merchant,current,2022,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,348.0,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,nordpool_umm,unknown_source,source_unavailable,,no_eleclink_source_available,87.0,87.0,1000.0,913.0,nominal_static,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa,IFA,ifa,IFA,south-east,current,National Grid Interconnectors / RTE,joint_venture_regulated,current,1986,2000.0,0.5,capacity_unknown_default,none,False,keep_capacity_unknown,348.0,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,available,operator_no_active_outage,2000.0,,174.0,174.0,2000.0,1826.0,operator_no_active_outage,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 21:00:00+00:00,2024-11-15 22:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa2,IFA2,ifa2,IFA2,south coast,current,National Grid IFA2 Limited / RTE,joint_venture_regulated,current,2021,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,348.0,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,partial_outage,operator_outage_truth,500.0,,87.0,87.0,500.0,500.0,operator_partial_capacity_truth,operator_partial_capacity_cap,Operator outage messages cap the France connector below nominal capacity for the hour.
2024-11-15,2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,eleclink,ElecLink,eleclink,ElecLink,south-east,current,ElecLink Limited / Getlink,merchant,current,2022,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,434.5,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,nordpool_umm,unknown_source,source_unavailable,,no_eleclink_source_available,108.625,108.625,1000.0,891.375,nominal_static,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa,IFA,ifa,IFA,south-east,current,National Grid Interconnectors / RTE,joint_venture_regulated,current,1986,2000.0,0.5,capacity_unknown_default,none,False,keep_capacity_unknown,434.5,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,available,operator_no_active_outage,2000.0,,217.25,217.25,2000.0,1782.75,operator_no_active_outage,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,2024-11-15 22:00:00+00:00,2024-11-15 23:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa2,IFA2,ifa2,IFA2,south coast,current,National Grid IFA2 Limited / RTE,joint_venture_regulated,current,2021,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,434.5,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,partial_outage,operator_outage_truth,500.0,,108.625,108.625,500.0,500.0,operator_partial_capacity_truth,operator_partial_capacity_cap,Operator outage messages cap the France connector below nominal capacity for the hour.
2024-11-15,2024-11-15 23:00:00+00:00,2024-11-16 00:00:00+00:00,2024-11-15 23:00:00+00:00,2024-11-16 00:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,eleclink,ElecLink,eleclink,ElecLink,south-east,current,ElecLink Limited / Getlink,merchant,current,2022,1000.0,0.25,capacity_unknown_default,none,False,keep_capacity_unknown,97.75,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,nordpool_umm,unknown_source,source_unavailable,,no_eleclink_source_available,24.4375,24.4375,1000.0,975.5625,nominal_static,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
2024-11-15,2024-11-15 23:00:00+00:00,2024-11-16 00:00:00+00:00,2024-11-15 23:00:00+00:00,2024-11-16 00:00:00+00:00,gb_france_connector_proxy,GB-France connector-layer proxy,True,gb_france_cable_proxy,hub_key_equals_connector_key,capacity_weighted_border_flow_split_proxy,first_pass_then_reviewed_then_nominal_proxy,GB-FR,Great Britain to France cable set,FR,FR,ifa,IFA,ifa,IFA,south-east,current,National Grid Interconnectors / RTE,joint_venture_regulated,current,1986,2000.0,0.5,capacity_unknown_default,none,False,keep_capacity_unknown,97.75,gb_export_observed,,capacity_unknown,,,capacity_unknown,,,none,False,keep_capacity_unknown,,,,,,,,,,,elexon_remit,available,operator_no_active_outage,2000.0,,48.875,48.875,2000.0,1951.125,operator_no_active_outage,nominal_headroom_proxy,"Published GB-FR capacity is unavailable, so cable headroom is only a nominal-share proxy anchored to observed border flow."
