model_key,forecast_horizon_hours,forecast_horizon_label,window_start_utc,window_end_utc,window_date,drift_scope,cluster_key,route_name,row_count,eligible_row_count,reviewed_route_share,capacity_unknown_route_share,reviewed_internal_transfer_share,proxy_internal_transfer_share,blocked_internal_reviewed_share,known_connector_restriction_share,truth_backed_curtailment_share,actual_opportunity_deliverable_mean_mwh,predicted_opportunity_deliverable_mean_mwh,residual_bias_mwh,residual_mae_mwh,actual_opportunity_gross_value_mean_eur,predicted_opportunity_gross_value_mean_eur,residual_bias_eur,residual_mae_eur,feature_drift_score,target_drift_score,residual_drift_score,drift_state,source_lineage
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-05 00:00:00+00:00,2024-10-06 00:00:00+00:00,2024-10-05 00:00:00+00:00,cluster_daily,east_coast_scotland_offshore,,72,72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21316224803942913,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-06 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-06 00:00:00+00:00,cluster_daily,east_coast_scotland_offshore,,72,72,0.0,0.0,1.0,0.0,0.625,0.0,0.0,0.0,0.14046347331963638,-0.14046347331963638,0.14046347331963638,0.0,0.0,0.0,0.0,0.375,0.0,0.14046347331963638,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-07 00:00:00+00:00,2024-10-07 23:00:00+00:00,2024-10-07 00:00:00+00:00,cluster_daily,east_coast_scotland_offshore,,69,69,0.014492753623188406,0.0,1.0,0.0,0.7391304347826086,0.0,0.0,0.4759416815794572,0.7515512590588379,-0.27560957747938064,0.9929800112698588,60.47552976989374,14.899192685100184,45.57633708479356,45.57633708479356,0.11413043478260865,0.4759416815794572,0.8525165379502224,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-09-30 23:00:00+00:00,2024-10-01 00:00:00+00:00,2024-09-30 00:00:00+00:00,cluster_daily,humber_offshore,,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,warmup,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-01 00:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10-01 00:00:00+00:00,cluster_daily,humber_offshore,,72,72,0.013888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.8717510389851006,0.3379776557197822,0.5337733832653184,1.209728694704883,67.0651150556823,0.0,67.0651150556823,67.0651150556823,0.013888888888888888,,,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-02 00:00:00+00:00,2024-10-03 00:00:00+00:00,2024-10-02 00:00:00+00:00,cluster_daily,humber_offshore,,72,72,0.027777777777777776,0.0,0.0,1.0,0.0,0.041666666666666664,0.0,1.431713640213693,2.2072338149413833,-0.77552017472769,2.186729274117175,43.70037548996042,5.078007619089768,38.622367870870654,38.622367870870654,0.041666666666666664,0.5599626012285923,1.3092935579930085,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-03 00:00:00+00:00,2024-10-04 00:00:00+00:00,2024-10-03 00:00:00+00:00,cluster_daily,humber_offshore,,72,72,0.0,0.0,0.0,1.0,0.0,0.027777777777777776,0.0,0.0,0.7817735999108176,-0.7817735999108176,0.7817735999108176,0.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.6424918213863329,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-04 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 00:00:00+00:00,cluster_daily,humber_offshore,,72,72,0.027777777777777776,0.0,0.3888888888888889,0.6111111111111112,0.16666666666666666,0.041666666666666664,0.0,0.0,0.7807382966918601,-0.7807382966918601,0.7807382966918601,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0010353032189575062,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-05 00:00:00+00:00,2024-10-06 00:00:00+00:00,2024-10-05 00:00:00+00:00,cluster_daily,humber_offshore,,72,72,0.05555555555555555,0.0,0.19444444444444445,0.8055555555555556,0.125,0.1111111111111111,0.0,0.0,0.6319392065406377,-0.6319392065406377,0.6319392065406377,0.0,9.496692365383874,-9.496692365383874,9.496692365383874,0.19444444444444445,0.0,0.1487990901512224,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-06 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-06 00:00:00+00:00,cluster_daily,humber_offshore,,72,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34729924800615375,-0.34729924800615375,0.34729924800615375,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,0.284639958534484,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-07 00:00:00+00:00,2024-10-07 23:00:00+00:00,2024-10-07 00:00:00+00:00,cluster_daily,humber_offshore,,69,69,0.014492753623188406,0.0,0.0,1.0,0.0,0.0,0.0,0.42418160939199906,1.0680715318698943,-0.6438899224778954,1.203503439347514,53.89863619739437,18.344990436875324,35.55364576051904,35.55364576051904,0.014492753623188406,0.42418160939199906,0.8562041913413602,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-09-30 23:00:00+00:00,2024-10-01 00:00:00+00:00,2024-09-30 00:00:00+00:00,cluster_daily,moray_firth_offshore,,4,0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,,,,,,,,,,,,warmup,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-01 00:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10-01 00:00:00+00:00,cluster_daily,moray_firth_offshore,,96,96,0.0,0.0,1.0,0.0,0.7916666666666666,0.25,0.0,0.0,0.009785579594676807,-0.009785579594676807,0.009785579594676807,0.0,0.0,0.0,0.0,0.7916666666666666,,,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-02 00:00:00+00:00,2024-10-03 00:00:00+00:00,2024-10-02 00:00:00+00:00,cluster_daily,moray_firth_offshore,,96,96,0.020833333333333332,0.010416666666666666,1.0,0.0,0.0,0.2708333333333333,0.0,1.8580187753954398,0.9835168264382069,0.8745019489572332,1.750070567912186,71.71502841177046,3.816553070739029,67.89847534103144,67.89847534103144,0.7916666666666666,1.8580187753954398,1.740284988317509,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-03 00:00:00+00:00,2024-10-04 00:00:00+00:00,2024-10-03 00:00:00+00:00,cluster_daily,moray_firth_offshore,,96,96,0.0,0.0,1.0,0.0,0.2916666666666667,0.010416666666666666,0.0,0.0,0.31240665866173545,-0.31240665866173545,0.31240665866173545,0.0,0.0,0.0,0.0,0.2916666666666667,1.0,0.8214891077024209,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-04 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 00:00:00+00:00,cluster_daily,moray_firth_offshore,,96,96,0.0,0.0,1.0,0.0,1.0,0.23958333333333334,0.0,0.0,0.5120620052174477,-0.5120620052174477,0.5120620052174477,0.0,0.0,0.0,0.0,0.7083333333333333,0.0,0.19965534655571227,warn,fact_backtest_prediction_hourly
