settlement_date,elexon_bm_unit,national_grid_bm_unit,cluster_key,cluster_label,parent_region,mapping_status,dispatch_half_hour_count,estimated_dispatch_half_hour_count,blocked_dispatch_half_hour_count,accepted_down_delta_mwh_lower_bound,same_bmu_dispatch_down_increment_mwh_lower_bound,family_day_dispatch_down_increment_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,estimated_dispatch_down_mwh_lower_bound,blocked_dispatch_down_mwh_lower_bound,blocked_outage_dispatch_down_mwh_lower_bound,blocked_availability_unknown_dispatch_down_mwh_lower_bound,blocked_physical_below_generation_dispatch_down_mwh_lower_bound,blocked_physical_inconsistent_dispatch_down_mwh_lower_bound,lost_energy_mwh,dispatch_alignment_state,primary_dispatch_block_reason
2024-10-04,T_MOWEO-1,MOWEO-1,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,38,26,12,5.033333333333333,1560.9666666666667,1917.0,3477.9666666666667,2357.5,1125.5,0.0,1125.5,0.0,0.0,1405.51,partially_blocked,availability_unknown
2024-10-04,T_MOWEO-2,MOWEO-2,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,39,27,12,11.799999999999999,1545.2,1872.5,3417.7,2428.0,1001.5,0.0,997.0,0.0,4.5,958.957,partially_blocked,availability_unknown
2024-10-04,T_MOWEO-3,MOWEO-3,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,37,32,5,7.183333333333333,1389.15,2711.5,4100.65,3615.5,492.3333333333333,0.0,488.0,0.0,4.333333333333333,2005.4099999999996,partially_blocked,availability_unknown
2024-10-04,T_WISTW-2,WISTW-2,,,,unmapped,6,5,1,3.666666666666667,111.66666666666667,0.0,111.66666666666667,114.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,72.09199999999998,partially_blocked,physical_below_generation
2024-10-04,E_BRYBW-1,BRYBW-1,,,,unmapped,4,3,1,2.1,37.15,0.0,37.15,38.0,1.25,0.0,0.0,1.25,0.0,38.007999999999996,partially_blocked,physical_below_generation
2024-10-04,T_WDRGW-1,WDRGW-1,,,,unmapped,11,10,1,2.4833333333333334,125.1,0.0,125.1,126.75,0.8333333333333334,0.0,0.0,0.8333333333333334,0.0,100.916,partially_blocked,physical_below_generation
2024-10-04,T_GORDW-1,GORDW-1,,,,unmapped,2,1,1,0.5833333333333334,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.5833333333333334,0.0,0.0,0.5833333333333334,0.0,0.6573333333333333,partially_blocked,physical_below_generation
2024-10-04,T_DUNGW-1,DUNGW-1,,,,unmapped,5,5,0,12.6,156.8083333333333,0.0,156.8083333333333,169.40833333333333,0.0,0.0,0.0,0.0,0.0,93.02833333333334,fully_estimated,
2024-10-04,T_SAKNW-1,SAKNW-1,,,,unmapped,12,12,0,10.633333333333333,193.86666666666665,0.0,193.86666666666665,204.5,0.0,0.0,0.0,0.0,0.0,115.678,fully_estimated,
2024-10-04,T_VKNGW-2,VKNGW-2,shetland_wind,Shetland Wind,Scotland,mapped,11,11,0,2.866666666666667,6.8,0.0,6.8,9.666666666666666,0.0,0.0,0.0,0.0,0.0,55.2458,fully_estimated,
2024-10-04,T_VKNGW-4,VKNGW-4,shetland_wind,Shetland Wind,Scotland,mapped,7,7,0,2.683333333333333,41.416666666666664,0.0,41.416666666666664,44.099999999999994,0.0,0.0,0.0,0.0,0.0,70.87426666666667,fully_estimated,
2024-10-04,T_VKNGW-1,VKNGW-1,shetland_wind,Shetland Wind,Scotland,mapped,6,6,0,2.1166666666666667,25.125,0.0,25.125,27.241666666666667,0.0,0.0,0.0,0.0,0.0,77.37713333333332,fully_estimated,
2024-10-04,T_TWSHW-1,TWSHW-1,,,,unmapped,8,8,0,2.0833333333333335,88.91666666666666,0.0,88.91666666666666,91.0,0.0,0.0,0.0,0.0,0.0,54.784,fully_estimated,
2024-10-04,T_DOREW-1,DOREW-1,,,,unmapped,3,3,0,1.4166666666666667,78.08333333333333,0.0,78.08333333333333,79.5,0.0,0.0,0.0,0.0,0.0,65.363,fully_estimated,
2024-10-04,T_VKNGW-3,VKNGW-3,shetland_wind,Shetland Wind,Scotland,mapped,4,4,0,1.3,16.525,0.0,16.525,17.825,0.0,0.0,0.0,0.0,0.0,43.624599999999994,fully_estimated,
2024-10-04,T_DOREW-2,DOREW-2,,,,unmapped,3,3,0,1.2,58.55,0.0,58.55,59.75,0.0,0.0,0.0,0.0,0.0,49.672,fully_estimated,
2024-10-04,T_RCBKO-1,RCBKO-1,humber_offshore,Humber Offshore,England/Wales,mapped,1,1,0,1.1,40.65,0.0,40.65,41.75,0.0,0.0,0.0,0.0,0.0,2.2319999999999993,fully_estimated,
2024-10-04,E_BABAW-1,BABAW-1,,,,unmapped,4,4,0,0.7,45.8,0.0,45.8,46.5,0.0,0.0,0.0,0.0,0.0,47.012,fully_estimated,
2024-10-04,T_HALSW-1,HALSW-1,,,,unmapped,3,3,0,0.6666666666666666,31.333333333333336,0.0,31.333333333333336,32.0,0.0,0.0,0.0,0.0,0.0,30.900000000000002,fully_estimated,
