date,interval_start_local,interval_end_local,interval_start_utc,interval_end_utc,system_balance_source_provider,system_balance_source_family,system_balance_source_key,system_balance_source_dataset_keys,system_balance_source_published_utc,system_balance_feed_available_flag,system_balance_known_flag,system_balance_active_flag,system_balance_state,system_balance_imbalance_mw,system_balance_indicated_demand_mw,system_balance_indicated_generation_mw,system_balance_indicated_margin_mw,system_balance_demand_minus_generation_mw,system_balance_margin_ratio,system_balance_imbalance_direction_bucket,system_balance_margin_direction_bucket,source_lineage
2024-08-08,2024-08-08 00:00:00+01:00,2024-08-08 01:00:00+01:00,2024-08-07 23:00:00+00:00,2024-08-08 00:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-07 23:15:00+00:00,True,False,True,moderate_imbalance,503.0,-14223.0,23457.0,32735.0,-37680.0,2.301553821275399,imbalance_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 01:00:00+01:00,2024-08-08 02:00:00+01:00,2024-08-08 00:00:00+00:00,2024-08-08 01:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 00:15:00+00:00,True,False,True,moderate_imbalance,592.5,-14530.5,23153.5,33301.5,-37684.0,2.2918344172602456,imbalance_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 02:00:00+01:00,2024-08-08 03:00:00+01:00,2024-08-08 01:00:00+00:00,2024-08-08 02:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 01:15:00+00:00,True,False,True,moderate_imbalance,464.0,-14266.5,22418.0,33934.0,-36684.5,2.3785791890092174,imbalance_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 03:00:00+01:00,2024-08-08 04:00:00+01:00,2024-08-08 02:00:00+00:00,2024-08-08 03:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 02:15:00+00:00,True,False,True,moderate_imbalance,592.0,-14346.5,22242.0,34793.5,-36588.5,2.425225664796292,imbalance_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 04:00:00+01:00,2024-08-08 05:00:00+01:00,2024-08-08 03:00:00+00:00,2024-08-08 04:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 03:15:00+00:00,True,False,True,moderate_imbalance,960.0,-14022.5,22273.5,35843.5,-36296.0,2.5561419147798183,imbalance_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 05:00:00+01:00,2024-08-08 06:00:00+01:00,2024-08-08 04:00:00+00:00,2024-08-08 05:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 04:15:00+00:00,True,False,True,active_imbalance,1439.5,-13902.5,22470.0,36711.5,-36372.5,2.640640172630822,imbalance_strong_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 06:00:00+01:00,2024-08-08 07:00:00+01:00,2024-08-08 05:00:00+00:00,2024-08-08 06:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 05:15:00+00:00,True,False,True,active_imbalance,1367.5,-14275.5,23962.0,34859.0,-38237.5,2.441875941298028,imbalance_strong_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 07:00:00+01:00,2024-08-08 08:00:00+01:00,2024-08-08 06:00:00+00:00,2024-08-08 07:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 06:15:00+00:00,True,False,True,active_imbalance,1258.5,-15481.5,25932.0,33431.0,-41413.5,2.1594160772534963,imbalance_strong_positive,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 08:00:00+01:00,2024-08-08 09:00:00+01:00,2024-08-08 07:00:00+00:00,2024-08-08 08:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 07:15:00+00:00,True,False,True,balanced_or_loose,217.0,-16774.0,27306.5,30890.5,-44080.5,1.8415702873494695,imbalance_neutral,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 09:00:00+01:00,2024-08-08 10:00:00+01:00,2024-08-08 08:00:00+00:00,2024-08-08 09:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 08:15:00+00:00,True,False,True,moderate_imbalance,-742.0,-17179.5,27278.5,29232.0,-44458.0,1.701562909281411,imbalance_negative,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 10:00:00+01:00,2024-08-08 11:00:00+01:00,2024-08-08 09:00:00+00:00,2024-08-08 10:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 09:15:00+00:00,True,False,True,moderate_imbalance,-987.5,-17125.5,26950.5,28743.0,-44076.0,1.6783743540334588,imbalance_negative,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 11:00:00+01:00,2024-08-08 12:00:00+01:00,2024-08-08 10:00:00+00:00,2024-08-08 11:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 10:15:00+00:00,True,False,True,moderate_imbalance,-785.5,-17127.0,26980.0,28472.5,-44107.0,1.6624335843989022,imbalance_negative,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 12:00:00+01:00,2024-08-08 13:00:00+01:00,2024-08-08 11:00:00+00:00,2024-08-08 12:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 11:15:00+00:00,True,False,True,moderate_imbalance,-887.0,-17181.5,27226.0,27551.0,-44407.5,1.6035270494427145,imbalance_negative,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 13:00:00+01:00,2024-08-08 14:00:00+01:00,2024-08-08 12:00:00+00:00,2024-08-08 13:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 12:15:00+00:00,True,False,True,active_imbalance,-1081.0,-17040.5,26842.0,27889.5,-43882.5,1.6366597224259851,imbalance_strong_negative,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
2024-08-08,2024-08-08 14:00:00+01:00,2024-08-08 15:00:00+01:00,2024-08-08 13:00:00+00:00,2024-08-08 14:00:00+00:00,elexon,public_system_balance,IMBALNGC|INDDEM|INDGEN|MELNGC,IMBALNGC|INDDEM|INDGEN|MELNGC,2024-08-08 13:15:00+00:00,True,False,True,moderate_imbalance,-284.5,-17126.0,27378.0,28775.5,-44504.0,1.6802230526684574,imbalance_negative,margin_loose,elexon:IMBALNGC|INDDEM|INDGEN|MELNGC
