benchmark_suite_name,suite_scope,baseline_model_key,candidate_model_key,window_count,informative_window_count,noninformative_window_count,benchmark_day_count,candidate_scope_row_count,overall_joined_row_count,baseline_overall_deliverable_abs_error_mwh_sum,candidate_overall_deliverable_abs_error_mwh_sum,overall_t_plus_1h_deliverable_mae_delta_mwh,gb_nl_joined_row_count,baseline_gb_nl_deliverable_abs_error_mwh_sum,candidate_gb_nl_deliverable_abs_error_mwh_sum,gb_nl_t_plus_1h_deliverable_mae_delta_mwh,gb_nl_reviewed_internal_joined_row_count,baseline_gb_nl_reviewed_internal_deliverable_abs_error_mwh_sum,candidate_gb_nl_reviewed_internal_deliverable_abs_error_mwh_sum,gb_nl_reviewed_internal_t_plus_1h_deliverable_mae_delta_mwh,baseline_blocker_row_count,candidate_blocker_row_count,blocker_row_delta,baseline_severe_focus_area_count,candidate_severe_focus_area_count,severe_focus_area_delta,candidate_beats_window_count,candidate_mixed_window_count,candidate_regresses_window_count,candidate_insufficient_coverage_window_count,promotion_state,source_lineage
gb_nl_reviewed_shadow_acceptance_v1,all_windows,opportunity_potential_ratio_v2,opportunity_gb_nl_reviewed_specialist_v3,8,5,3,31,2821,2821,5898.7742701218085,7187.795096535715,0.4569375492427885,2821,5898.7742701218085,7187.795096535715,0.4569375492427885,2821,5898.7742701218085,7187.795096535715,0.4569375492427885,3512,899,-2613.0,4,0,-4.0,1,0,4,3,candidate_mixed,fact_model_candidate_compare_window
gb_nl_reviewed_shadow_acceptance_v1,promotion_windows,opportunity_potential_ratio_v2,opportunity_gb_nl_reviewed_specialist_v3,4,1,3,3,354,354,353.3111158133364,355.68132048659123,0.006695493427273491,354,353.3111158133364,355.68132048659123,0.006695493427273491,354,353.3111158133364,355.68132048659123,0.006695493427273491,313,68,-245.0,1,0,-1.0,0,0,1,3,candidate_regresses_baseline,fact_model_candidate_compare_window
