window_date,model_key,overall_t_plus_1h_deliverable_mae_mwh,overall_t_plus_6h_deliverable_mae_mwh,gb_nl_t_plus_1h_deliverable_mae_mwh,proxy_internal_transfer_share_t_plus_1h,reviewed_internal_transfer_share_t_plus_1h,capacity_unknown_route_share_t_plus_1h,route_warn_count_t_plus_1h,cluster_warn_count_t_plus_1h,severe_unresolved_focus_area_count_t_plus_1h,model_ready_flag,model_readiness_state,blocking_reasons,source_lineage
2024-10-14 00:00:00+00:00,opportunity_potential_ratio_v2,0.0,0.0,0.0,0.4456066945606695,0.5543933054393305,0.0,2,6,0,False,not_ready,route_drift_warn;cluster_drift_warn,fact_backtest_prediction_hourly|fact_drift_window
2024-10-15 00:00:00+00:00,opportunity_potential_ratio_v2,0.0,0.0,0.0,0.42291666666666666,0.5770833333333333,0.0,2,6,0,False,not_ready,route_drift_warn;cluster_drift_warn,fact_backtest_prediction_hourly|fact_drift_window
2024-10-16 00:00:00+00:00,opportunity_potential_ratio_v2,0.0,0.0,0.0,0.5,0.5,0.0,0,2,0,False,not_ready,proxy_internal_transfer_share_too_high;cluster_drift_warn,fact_backtest_prediction_hourly|fact_drift_window
