settlement_date,qa_target_definition,qa_wind_voltage_positive_mwh,qa_wind_thermal_positive_mwh,qa_wind_relevant_positive_mwh,qa_inertia_positive_mwh,qa_largest_loss_positive_mwh,qa_voltage_share_of_target,qa_thermal_share_of_target,qa_primary_driver,gb_daily_estimated_lost_energy_mwh,dispatch_down_mwh_lower_bound,remaining_qa_shortfall_mwh,dispatch_coverage_ratio_vs_qa_target,lost_energy_capture_ratio_vs_qa_target,estimated_dispatch_share_of_total_dispatch,blocked_dispatch_share_of_total_dispatch,unmapped_dispatch_share_of_total_dispatch,dispatch_alignment_inference,recoverability_audit_state
2024-10-01,wind_constraints_positive_only_v1,12116,0,12116,5549,0,1.0,0.0,voltage_dominant,2148.9714601336464,3217.608333333333,9967.028539866355,0.26556688125894135,0.17736641301862383,1.0,0.0,0.0,dispatch_source_shortfall_inferred,source_limited
2024-10-02,wind_constraints_positive_only_v1,9758,1358,11116,3011,0,0.8778337531486146,0.12216624685138538,voltage_dominant,237.1219,346.16666666666663,10878.8781,0.031141297828955257,0.021331585102554878,0.9932595089070777,0.006740491092922484,0.8545979778526723,dispatch_source_shortfall_inferred,source_limited
2024-10-03,wind_constraints_positive_only_v1,7556,0,7556,0,0,1.0,0.0,voltage_dominant,1626.709816666667,2169.6083333333336,5929.290183333333,0.2871371536968414,0.2152871647256044,0.9993086309741005,0.0006913690258994517,0.0026118385422868183,dispatch_source_shortfall_inferred,source_limited
2024-10-04,wind_constraints_positive_only_v1,7306,0,7306,1078,0,1.0,0.0,voltage_dominant,2566.579416666667,5625.858333333334,4739.420583333333,0.7700326215895611,0.35129748380326675,0.8254784825426639,0.17452151745733613,0.17169676330870992,dispatch_source_shortfall_inferred,counterfactual_or_definition_limited
2024-10-05,wind_constraints_positive_only_v1,12382,0,12382,7905,0,1.0,0.0,voltage_dominant,3632.747083333333,5168.783333333333,8749.252916666666,0.41744333171808534,0.29338936224627143,0.998729552731623,0.0012704472683771487,0.3676590558061698,dispatch_source_shortfall_inferred,source_limited
2024-10-06,wind_constraints_positive_only_v1,11968,0,11968,9116,0,1.0,0.0,voltage_dominant,1742.2370166666665,1414.8,10225.762983333334,0.11821524064171123,0.1455746170343137,0.9996348129299781,0.0003651870700216756,0.12120087644896807,dispatch_source_shortfall_inferred,source_limited
2024-10-07,wind_constraints_positive_only_v1,10751,0,10751,3457,0,1.0,0.0,voltage_dominant,505.4768333333333,677.3666666666667,10245.523166666666,0.06300499178371004,0.0470167271261588,0.9976625166084345,0.002337483391565376,0.15359726391417747,dispatch_source_shortfall_inferred,source_limited
