settlement_date,qa_target_definition,gb_daily_qa_target_mwh,gb_daily_estimated_lost_energy_mwh,qa_target_shortfall_mwh,accepted_dispatch_down_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,total_dispatch_down_mwh_lower_bound,estimated_dispatch_half_hour_count,blocked_dispatch_half_hour_count,estimated_dispatch_down_mwh_lower_bound,blocked_dispatch_down_mwh_lower_bound,blocked_outage_dispatch_down_mwh_lower_bound,blocked_availability_unknown_dispatch_down_mwh_lower_bound,blocked_physical_below_generation_dispatch_down_mwh_lower_bound,blocked_physical_inconsistent_dispatch_down_mwh_lower_bound,blocked_other_dispatch_down_mwh_lower_bound,mapped_dispatch_down_mwh_lower_bound,region_only_dispatch_down_mwh_lower_bound,unmapped_dispatch_down_mwh_lower_bound,mapped_estimated_lost_energy_mwh,region_only_estimated_lost_energy_mwh,unmapped_estimated_lost_energy_mwh,mapped_dispatch_bmu_count,region_only_dispatch_bmu_count,unmapped_dispatch_bmu_count,estimated_dispatch_share_of_total_dispatch,blocked_dispatch_share_of_total_dispatch,unmapped_dispatch_share_of_total_dispatch,estimated_capture_ratio_vs_qa_target,blocked_dispatch_ratio_vs_qa_target,qa_shortfall_after_blocked_dispatch_mwh,dispatch_alignment_inference
2024-10-01,wind_constraints_positive_only_v1,12116,2148.9714601336464,9967.028539866355,88.93333333333335,3128.675,3217.608333333333,85,0,3217.608333333333,0.0,0.0,0.0,0.0,0.0,0.0,3180.6083333333336,37.0,0.0,1869.5285601336464,279.4428999999999,0.0,10,3,0,1.0,0.0,0.0,0.17736641301862383,0.0,9967.028539866355,dispatch_source_shortfall_inferred
2024-10-02,wind_constraints_positive_only_v1,11116,237.12189999999998,10878.8781,26.633333333333333,319.5333333333333,346.16666666666663,18,2,343.83333333333337,2.333333333333333,0.0,0.0,2.333333333333333,0.0,0.0,48.3,2.033333333333333,295.83333333333337,114.55089999999998,73.95199999999998,48.61899999999999,4,1,3,0.9932595089070777,0.006740491092922484,0.8545979778526723,0.021331585102554874,0.0002099076406381192,10876.544766666666,dispatch_source_shortfall_inferred
2024-10-03,wind_constraints_positive_only_v1,7556,1626.709816666667,5929.290183333333,24.583333333333332,2145.025,2169.6083333333336,49,3,2168.1083333333336,1.5,0.0,0.0,1.5,0.0,0.0,2163.9416666666666,0.0,5.666666666666667,1621.2038166666669,0.0,5.506,13,0,1,0.9993086309741005,0.0006913690258994518,0.0026118385422868183,0.2152871647256044,0.00019851773425092641,5927.790183333333,dispatch_source_shortfall_inferred
2024-10-04,wind_constraints_positive_only_v1,7306,2566.579416666667,4739.420583333333,72.21666666666667,5553.641666666666,5625.858333333334,122,16,4644.025000000001,981.8333333333333,0.0,969.0,4.0,8.833333333333332,-7.460698725481052e-14,4659.916666666665,0.0,965.9416666666667,1898.46875,0.0,668.1106666666667,8,0,11,0.8254784825426639,0.17452151745733613,0.17169676330870992,0.35129748380326675,0.1343872616114609,3757.5872499999996,dispatch_source_shortfall_inferred
2024-10-05,wind_constraints_positive_only_v1,12382,3632.747083333333,8749.252916666666,104.65,5064.133333333333,5168.783333333333,193,15,5162.216666666667,6.566666666666666,0.0,0.0,4.833333333333333,1.7333333333333334,0.0,3255.2333333333336,13.200000000000001,1900.3500000000001,2461.67375,50.018,1121.0553333333332,13,1,20,0.998729552731623,0.0012704472683771487,0.3676590558061698,0.29338936224627143,0.0005303397404834975,8742.686249999999,dispatch_source_shortfall_inferred
2024-10-06,wind_constraints_positive_only_v1,11968,1742.2370166666665,10225.762983333334,33.28333333333333,1381.5166666666667,1414.8,63,3,1414.283333333333,0.5166666666666666,0.0,0.0,0.5166666666666666,0.0,0.0,1235.3916666666664,7.933333333333334,171.47500000000002,1529.8186833333332,105.38899999999997,107.02933333333334,9,1,4,0.9996348129299781,0.0003651870700216756,0.12120087644896807,0.1455746170343137,4.317067736185383e-05,10225.246316666668,dispatch_source_shortfall_inferred
2024-10-07,wind_constraints_positive_only_v1,10751,505.47683333333333,10245.523166666666,14.45,662.9166666666667,677.3666666666667,70,7,675.7833333333333,1.5833333333333335,0.0,0.0,1.5833333333333335,0.0,0.0,573.3249999999999,0.0,104.04166666666667,430.8671666666668,0.0,74.60966666666667,7,0,7,0.9976625166084345,0.002337483391565376,0.15359726391417747,0.04701672712615881,0.0001472731218801352,10243.939833333332,dispatch_source_shortfall_inferred
