source_key,cluster_key,parent_region,hub_key,source_document_title,source_document_url,source_reference,source_published_utc,source_published_date,period_start_utc,period_end_utc,capacity_limit_mw,gate_fraction,reviewed_gate_state,review_note
etys_2023_ec5_capability,east_anglia_offshore,,eleclink,ETYS 2023 publication - EC5 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-EC5,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,3850,,,EC5 public reviewed boundary capability for East Anglia from the ETYS 2023 publication.
etys_2023_ec5_capability,east_anglia_offshore,,ifa,ETYS 2023 publication - EC5 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-EC5,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,3850,,,EC5 public reviewed boundary capability for East Anglia from the ETYS 2023 publication.
etys_2023_ec5_capability,east_anglia_offshore,,ifa2,ETYS 2023 publication - EC5 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-EC5,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,3850,,,EC5 public reviewed boundary capability for East Anglia from the ETYS 2023 publication.
etys_2023_ec5_capability,east_anglia_offshore,,britned,ETYS 2023 publication - EC5 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-EC5,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,3850,,,EC5 public reviewed boundary capability for East Anglia from the ETYS 2023 publication.
etys_2023_b6_capability,,Scotland,eleclink,ETYS 2023 publication - B6 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-B6,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,6300,,,B6 public reviewed Anglo-Scottish boundary capability from the ETYS 2023 publication.
etys_2023_b6_capability,,Scotland,ifa,ETYS 2023 publication - B6 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-B6,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,6300,,,B6 public reviewed Anglo-Scottish boundary capability from the ETYS 2023 publication.
etys_2023_b6_capability,,Scotland,ifa2,ETYS 2023 publication - B6 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-B6,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,6300,,,B6 public reviewed Anglo-Scottish boundary capability from the ETYS 2023 publication.
etys_2023_b6_capability,,Scotland,britned,ETYS 2023 publication - B6 boundary capability,https://www.neso.energy/document/286591/download,ETYS23-B6,2023-08-29T00:00:00Z,2023-08-29,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,6300,,,B6 public reviewed Anglo-Scottish boundary capability from the ETYS 2023 publication.
