settlement_date,gb_daily_estimated_lost_energy_mwh,qa_target_definition,gb_daily_raw_constraint_total_mwh,raw_reconciliation_abs_error_mwh,raw_reconciliation_relative_error,raw_reconciliation_status,gb_daily_qa_target_mwh,qa_reconciliation_abs_error_mwh,qa_reconciliation_relative_error,qa_reconciliation_status,gb_daily_truth_curtailment_mwh,reconciliation_abs_error_mwh,reconciliation_relative_error,reconciliation_status,dispatch_half_hour_count,distinct_dispatch_bmu_count,accepted_dispatch_down_mwh_lower_bound,same_bmu_dispatch_increment_mwh_lower_bound,family_day_dispatch_increment_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,dispatch_down_mwh_lower_bound,lost_energy_estimate_half_hour_count,physical_baseline_row_count,weather_calibrated_row_count,dispatch_physical_inference_row_count,dispatch_family_day_inference_row_count,dispatch_available_row_count,dispatch_unknown_availability_row_count,dispatch_outage_row_count,mapped_dispatch_row_count,unmapped_dispatch_row_count,primary_dispatch_block_reason,dispatch_coverage_ratio_vs_raw_total,dispatch_coverage_ratio_vs_qa_target,dispatch_coverage_ratio_vs_gb_truth,lost_energy_capture_ratio_vs_raw_total,lost_energy_capture_ratio_vs_qa_target,lost_energy_capture_ratio_vs_gb_truth,lost_energy_to_dispatch_ratio
2024-10-01,0.0,wind_constraints_positive_only_v1,16420,16420.0,1.0,fail,12116,12116.0,1.0,fail,16420,16420.0,1.0,fail,152,13,88.93333333333334,3128.675,3898.0666666666666,7026.741666666667,7115.675,0,3706,0,122,67,0,152,0,144,8,availability_unknown,0.43335414129110844,0.5872957246616045,0.43335414129110844,0.0,0.0,0.0,0.0
2024-10-02,0.0,wind_constraints_positive_only_v1,14127,14127.0,1.0,fail,11116,11116.0,1.0,fail,14127,14127.0,1.0,fail,20,8,26.633333333333333,319.5333333333333,0.0,319.5333333333333,346.16666666666663,0,3751,0,13,0,0,20,0,5,15,availability_unknown,0.024503905051792074,0.031141297828955257,0.024503905051792074,0.0,0.0,0.0,0.0
2024-10-03,0.0,wind_constraints_positive_only_v1,-989,989.0,,fail,7556,7556.0,1.0,fail,-989,989.0,,fail,57,14,24.583333333333332,2145.025,460.5,2605.5250000000005,2630.108333333333,0,3884,0,44,5,0,57,0,55,2,availability_unknown,,0.34808209811187574,,0.0,0.0,,0.0
2024-10-04,0.0,wind_constraints_positive_only_v1,-33551,33551.0,,fail,7306,7306.0,1.0,fail,-33551,33551.0,,fail,193,19,72.21666666666667,5316.875,6501.0,11817.875,11890.091666666667,0,3888,0,172,66,0,193,0,143,50,availability_unknown,,1.6274420567570034,,0.0,0.0,,0.0
2024-10-05,0.0,wind_constraints_positive_only_v1,-10288,10288.0,,fail,12382,12382.0,1.0,fail,-10288,10288.0,,fail,286,34,104.64999999999999,4674.916666666666,4009.375,8684.291666666668,8788.941666666668,0,4068,0,243,92,0,286,0,190,96,availability_unknown,,0.7098159963387713,,0.0,0.0,,0.0
2024-10-06,0.0,wind_constraints_positive_only_v1,-5221,5221.0,,fail,11968,11968.0,1.0,fail,-5221,5221.0,,fail,228,17,33.28333333333333,1381.5166666666667,6096.916666666666,7478.433333333333,7511.716666666667,0,3863,0,206,162,0,228,0,208,20,availability_unknown,,0.6276501225490196,,0.0,0.0,,0.0
2024-10-07,0.0,wind_constraints_positive_only_v1,6350,6350.0,1.0,fail,10751,10751.0,1.0,fail,6350,6350.0,1.0,fail,107,15,14.45,662.9166666666666,2951.5,3614.4166666666665,3628.866666666667,0,4579,0,86,30,0,107,0,69,38,availability_unknown,0.571475065616798,0.33753759340216416,0.571475065616798,0.0,0.0,0.0,0.0
