settlement_date,bmu_family_key,bmu_family_label,cluster_key,cluster_label,parent_region,mapping_status,distinct_bmu_count,dispatch_half_hour_count,lost_energy_estimate_half_hour_count,accepted_down_delta_mwh_lower_bound,same_bmu_dispatch_increment_mwh_lower_bound,family_day_dispatch_increment_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,dispatch_down_mwh_lower_bound,lost_energy_mwh,dispatch_minus_lost_energy_gap_mwh,share_of_day_dispatch_gap,share_of_day_remaining_qa_shortfall,primary_dispatch_block_reason
2024-10-05,BRYBW,BRYBW,,,,unmapped,1,3,2,0.03333333333333333,6.25,0.0,6.25,6.283333333333333,6.260999999999999,0.022333333333333982,8.239456815654323e-06,2.6636201478097264e-06,physical_below_generation
2024-10-05,SGRWO,Seagreen,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,6,40,40,34.28333333333334,841.6333333333333,0.0,841.6333333333333,875.9166666666666,1732.53705,-856.6203833333333,0.0,0.0,
2024-10-05,VKNGW,Viking,shetland_wind,Shetland Wind,Scotland,mapped,4,24,24,1.6666666666666665,65.69999999999999,0.0,65.69999999999999,67.36666666666666,77.7087,-10.342033333333333,0.0,0.0,
2024-10-05,BABAW,BABAW,,,,unmapped,1,4,4,0.1,16.15,0.0,16.15,16.25,16.773,-0.5229999999999997,0.0,0.0,
2024-10-05,PNYCW,Pen y Cymoedd,,,England/Wales,region_only,1,2,2,13.200000000000001,0.0,0.0,0.0,13.200000000000001,50.018,-36.818,0.0,0.0,
2024-10-05,WISTW,WISTW,,,,unmapped,1,2,2,11.2,0.0,0.0,0.0,11.2,33.733000000000004,-22.533000000000005,0.0,0.0,
2024-10-05,WDRGW,WDRGW,,,,unmapped,1,1,1,3.583333333333333,0.0,0.0,0.0,3.583333333333333,16.636,-13.052666666666667,0.0,0.0,
2024-10-06,MOWEO,Moray East,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,1,4,3,1.7666666666666668,304.8333333333333,0.0,304.8333333333333,306.6,159.753,146.84700000000004,0.6949933583434036,0.014360493220832674,physical_below_generation
2024-10-06,DOREW,DOREW,,,,unmapped,2,8,8,1.6166666666666667,111.88333333333333,0.0,111.88333333333333,113.5,69.1,44.400000000000006,0.21013507331063705,0.004341974293005446,
2024-10-06,HALSW,HALSW,,,,unmapped,1,4,4,0.7,42.8,0.0,42.8,43.5,29.782,13.718,0.06492416521791258,0.001341513588996592,
2024-10-06,GORDW,GORDW,,,,unmapped,1,6,4,0.41666666666666663,14.058333333333334,0.0,14.058333333333334,14.475000000000001,8.147333333333334,6.327666666666667,0.029947403128046717,0.0006187965315624802,physical_below_generation
2024-10-06,SGRWO,Seagreen,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,4,34,34,18.983333333333334,905.1916666666666,0.0,905.1916666666666,924.175,1292.699233333333,-368.5242333333331,0.0,0.0,
2024-10-06,PNYCW,Pen y Cymoedd,,,England/Wales,region_only,1,2,2,7.933333333333334,0.0,0.0,0.0,7.933333333333334,105.38899999999997,-97.45566666666663,0.0,0.0,
2024-10-06,VKNGW,Viking,shetland_wind,Shetland Wind,Scotland,mapped,4,8,8,1.8666666666666665,2.75,0.0,2.75,4.616666666666666,77.36644999999999,-72.74978333333333,0.0,0.0,
2024-10-07,MOWEO,Moray East,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,3,38,38,8.833333333333334,537.3,2951.5,3488.8,3497.633333333333,620.3040000000001,2877.329333333333,0.9898746416974493,0.293472068208008,
2024-10-07,HALSW,HALSW,,,,unmapped,1,3,3,0.6333333333333333,29.366666666666667,0.0,29.366666666666667,30.0,19.713,10.286999999999999,0.0035389902438957266,0.0010492184994890324,
2024-10-07,KENNW,KENNW,,,,unmapped,1,11,10,0.16666666666666669,18.4,0.0,18.4,18.566666666666666,11.754999999999999,6.811666666666667,0.002343386981433174,0.000694753249637354,physical_below_generation
2024-10-07,GORDW,GORDW,,,,unmapped,1,2,2,0.4,11.991666666666667,0.0,11.991666666666667,12.391666666666667,6.778666666666667,5.613,0.001931015090792915,0.000572495716694074,
2024-10-07,BTUIW,Beinn Tharsuinn,,,,unmapped,1,11,11,0.3,30.2,0.0,30.2,30.5,26.538,3.9619999999999997,0.00136302900226644,0.0004041026241834885,
2024-10-07,DOREW,DOREW,,,,unmapped,2,3,1,0.25,5.5,0.0,5.5,5.75,3.6109999999999998,2.1390000000000002,0.0007358705289873588,0.00021816645964878396,physical_below_generation
2024-10-07,KYPEW,Kype Muir,,,,unmapped,1,8,6,0.11666666666666667,6.716666666666667,0.0,6.716666666666667,6.833333333333333,6.214,0.6193333333333326,0.00021306645517508353,6.316865856746768e-05,physical_below_generation
2024-10-07,VKNGW,Viking,shetland_wind,Shetland Wind,Scotland,mapped,4,28,26,3.4833333333333334,22.4,0.0,22.4,25.883333333333333,238.18049999999994,-212.2971666666666,0.0,0.0,physical_below_generation
2024-10-07,SGRWO,Seagreen,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,1,3,3,0.26666666666666666,1.0416666666666665,0.0,1.0416666666666665,1.3083333333333333,13.46566666666667,-12.157333333333336,0.0,0.0,
