settlement_date,gb_daily_estimated_lost_energy_mwh,qa_target_definition,gb_daily_raw_constraint_total_mwh,raw_reconciliation_abs_error_mwh,raw_reconciliation_relative_error,raw_reconciliation_status,gb_daily_qa_target_mwh,qa_reconciliation_abs_error_mwh,qa_reconciliation_relative_error,qa_reconciliation_status,gb_daily_truth_curtailment_mwh,reconciliation_abs_error_mwh,reconciliation_relative_error,reconciliation_status,dispatch_half_hour_count,distinct_dispatch_bmu_count,accepted_dispatch_down_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,dispatch_down_mwh_lower_bound,lost_energy_estimate_half_hour_count,physical_baseline_row_count,weather_calibrated_row_count,dispatch_physical_inference_row_count,dispatch_available_row_count,dispatch_unknown_availability_row_count,dispatch_outage_row_count,mapped_dispatch_row_count,unmapped_dispatch_row_count,primary_dispatch_block_reason,dispatch_coverage_ratio_vs_raw_total,dispatch_coverage_ratio_vs_qa_target,dispatch_coverage_ratio_vs_gb_truth,lost_energy_capture_ratio_vs_raw_total,lost_energy_capture_ratio_vs_qa_target,lost_energy_capture_ratio_vs_gb_truth,lost_energy_to_dispatch_ratio
2024-10-01,17497.059506974638,wind_constraints_positive_only_v1,16420,1077.0595069746378,0.06559436705083056,pass,12116,5381.059506974638,0.4441283845307558,warn,16420,1077.0595069746378,0.06559436705083056,pass,7330,156,88.93333333333334,227611.875,227700.80833333332,2919,3706,241,7323,6970,0,360,1758,5572,physical_below_generation,13.867284307754769,18.793397848574887,13.867284307754769,1.0655943670508305,1.4441283845307558,1.0655943670508305,0.07684232495723305
2024-10-02,11396.225774576484,wind_constraints_positive_only_v1,14127,2730.7742254235163,0.19330177853921685,pass,11116,280.2257745764837,0.025209227651716775,pass,14127,2730.7742254235163,0.19330177853921685,pass,6949,154,26.633333333333333,190745.375,190772.00833333336,2819,3751,277,6947,6636,0,313,1657,5292,physical_below_generation,13.5040708100328,17.161929501019554,13.5040708100328,0.8066982214607832,1.0252092276517168,0.8066982214607832,0.05973741050450133
2024-10-03,11274.314829448063,wind_constraints_positive_only_v1,-989,12263.314829448063,,fail,7556,3718.3148294480634,0.49210095678243293,warn,-989,12263.314829448063,,fail,6901,156,24.583333333333332,82798.20833333333,82822.79166666666,2889,3884,297,6901,6611,0,290,1645,5256,physical_below_generation,,10.961195297335449,,,1.492100956782433,,0.13612575237530408
2024-10-04,15583.649806974638,wind_constraints_positive_only_v1,-33551,49134.64980697464,,fail,7306,8277.649806974638,1.1329934036373717,fail,-33551,49134.64980697464,,fail,7211,159,72.21666666666667,132534.49166666667,132606.7083333333,3090,3888,261,7207,6858,0,353,1721,5490,physical_below_generation,,18.15038438726161,,,2.132993403637372,,0.11751780888642555
2024-10-05,27632.865666666665,wind_constraints_positive_only_v1,-10288,37920.865666666665,,fail,12382,15250.865666666665,1.2316964679911697,fail,-10288,37920.865666666665,,fail,7520,158,104.65,179960.59166666667,180065.24166666667,3456,4068,240,7516,7126,0,394,1882,5638,physical_below_generation,,14.54250053841598,,,2.2316964679911697,,0.1534602981169464
2024-10-06,26110.48385642857,wind_constraints_positive_only_v1,-5221,31331.48385642857,,fail,11968,14142.483856428571,1.1816914986989113,fail,-5221,31331.48385642857,,fail,7520,158,33.28333333333333,230566.21666666667,230599.5,3300,3863,242,7520,7088,0,432,1920,5600,physical_below_generation,,19.26800635026738,,,2.1816914986989113,,0.1132287097605527
2024-10-07,13952.997511914982,wind_constraints_positive_only_v1,6350,7602.997511914982,1.197322442821257,fail,10751,3201.997511914982,0.2978325283150388,warn,6350,7602.997511914982,1.197322442821257,fail,6805,158,14.45,133579.86666666667,133594.31666666665,3392,4579,258,6799,6385,0,420,1886,4919,physical_below_generation,21.038475065616794,12.426222366911604,21.038475065616794,2.197322442821257,1.2978325283150387,2.197322442821257,0.10444304712998632
