settlement_date,elexon_bm_unit,national_grid_bm_unit,cluster_key,cluster_label,parent_region,mapping_status,dispatch_half_hour_count,estimated_dispatch_half_hour_count,blocked_dispatch_half_hour_count,accepted_down_delta_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,estimated_dispatch_down_mwh_lower_bound,blocked_dispatch_down_mwh_lower_bound,blocked_outage_dispatch_down_mwh_lower_bound,blocked_availability_unknown_dispatch_down_mwh_lower_bound,blocked_physical_below_generation_dispatch_down_mwh_lower_bound,blocked_physical_inconsistent_dispatch_down_mwh_lower_bound,lost_energy_mwh,dispatch_alignment_state,primary_dispatch_block_reason
2024-10-01,T_TKNEW-1,TKNEW-1,humber_offshore,Humber Offshore,England/Wales,mapped,48,3,45,0.0,7753.5,501.0,7252.5,0.0,0.0,7252.5,0.0,86.60699999999999,partially_blocked,physical_below_generation
2024-10-01,T_EAAO-2,EAAO-2,east_anglia_offshore,East Anglia Offshore,England/Wales,mapped,48,9,39,0.0,7463.0,898.5,6564.5,0.0,0.0,6564.5,0.0,370.50300000000004,partially_blocked,physical_below_generation
2024-10-01,T_HOWBO-3,HOWBO-3,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,48,4,44,0.0,6952.25,403.75,6548.5,0.0,0.0,6548.5,0.0,30.18000000000002,partially_blocked,physical_below_generation
2024-10-01,T_WLNYO-3,WLNYO-3,,,,unmapped,48,0,48,0.0,6001.25,0.0,6001.25,6001.25,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_HOWBO-1,HOWBO-1,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,48,13,35,0.0,8256.5,2330.25,5926.25,0.0,0.0,5926.25,0.0,283.843,partially_blocked,physical_below_generation
2024-10-01,T_HOWAO-3,HOWAO-3,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,48,9,39,0.0,7019.75,1523.5,5496.25,0.0,0.0,5146.0,350.25,116.53699999999996,partially_blocked,physical_below_generation
2024-10-01,T_HOWAO-2,HOWAO-2,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,48,16,32,0.0,7144.25,2379.5,4764.75,0.0,0.0,4408.25,356.5,273.828,partially_blocked,physical_below_generation
2024-10-01,T_TKNWW-1,TKNWW-1,humber_offshore,Humber Offshore,England/Wales,mapped,48,19,29,0.0,8298.5,3821.5,4477.0,0.0,0.0,4477.0,0.0,84.686,partially_blocked,physical_below_generation
2024-10-01,T_RCBKO-2,RCBKO-2,humber_offshore,Humber Offshore,England/Wales,mapped,48,17,31,1.3333333333333333,5464.166666666666,1864.25,3601.25,0.0,0.0,3601.25,0.0,251.902,partially_blocked,physical_below_generation
2024-10-01,T_RCBKO-1,RCBKO-1,humber_offshore,Humber Offshore,England/Wales,mapped,48,18,30,2.8166666666666664,5649.433333333333,2140.25,3512.0,0.0,0.0,3512.0,0.0,197.12800000000004,partially_blocked,physical_below_generation
2024-10-01,T_MOWWO-1,MOWWO-1,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,0,48,0.0,3272.0,0.0,3272.0,3272.0,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_HOWAO-1,HOWAO-1,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,48,26,22,0.0,7111.0,3906.75,3204.25,0.0,0.0,3024.0,180.25,445.56899999999996,partially_blocked,physical_below_generation
2024-10-01,T_WTMSO-1,WTMSO-1,,,,unmapped,48,4,44,0.0,3330.5,282.0,3048.5,0.0,0.0,3048.5,0.0,7.3559999999999945,partially_blocked,physical_below_generation
2024-10-01,T_MOWWO-2,MOWWO-2,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,0,48,0.0,3020.5,0.0,3020.5,3020.5,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_LNCSW-2,LNCSO-2,,,,unmapped,48,8,40,0.0,3026.5,449.5,2577.0,0.0,0.0,2577.0,0.0,55.97200000000001,partially_blocked,physical_below_generation
2024-10-01,T_WLNYO-4,WLNYO-4,,,,unmapped,48,18,30,0.0,4041.75,1493.5,2548.25,0.0,0.0,2548.25,0.0,164.39000000000004,partially_blocked,physical_below_generation
2024-10-01,T_LARYW-1,LARYO-1,,,,unmapped,48,10,38,0.0,2823.0,409.5,2413.5,0.0,0.0,2182.5,231.0,82.84000000000002,partially_blocked,physical_below_generation
2024-10-01,T_LARYW-4,LARYO-4,,,,unmapped,48,10,38,0.0,2715.5,336.5,2379.0,0.0,0.0,2149.5,229.5,101.231,partially_blocked,physical_below_generation
2024-10-01,T_LARYW-2,LARYO-2,,,,unmapped,48,12,36,0.0,2928.0,588.5,2339.5,0.0,0.0,2339.5,0.0,90.123,partially_blocked,physical_below_generation
2024-10-01,T_LARYW-3,LARYO-3,,,,unmapped,48,13,35,0.0,2880.0,551.0,2329.0,0.0,0.0,2092.0,237.0,107.58099999999999,partially_blocked,physical_below_generation
2024-10-01,T_MOWEO-3,MOWEO-3,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,0,48,0.0,2225.0,0.0,2225.0,2225.0,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_HMGTO-1,HMGTO-1,,,,unmapped,48,5,43,0.0,2476.5,264.5,2212.0,0.0,0.0,2212.0,0.0,10.928999999999995,partially_blocked,physical_below_generation
2024-10-01,T_LNCSW-1,LNCSO-1,,,,unmapped,48,15,33,0.0,2838.25,795.75,2042.5,0.0,0.0,2042.5,0.0,151.24699999999999,partially_blocked,physical_below_generation
2024-10-01,T_MOWEO-1,MOWEO-1,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,0,48,0.0,2017.0,0.0,2017.0,2017.0,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_MOWEO-2,MOWEO-2,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,0,48,0.0,1897.5,0.0,1897.5,1897.5,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_GRGBW-2,GRGBW-2,,,,unmapped,48,0,48,0.0,1868.5833333333335,0.0,1868.5833333333335,0.0,0.0,1868.5833333333335,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,T_HMGTO-2,HMGTO-2,,,,unmapped,48,12,36,0.0,2447.5,628.5,1819.0,0.0,0.0,1607.0,212.0,10.404000000000003,partially_blocked,physical_below_generation
2024-10-01,T_BRBEO-1,BRBEO-1,,,,unmapped,48,27,21,0.0,3744.75,1934.5,1810.25,0.0,0.0,1810.25,0.0,258.26899999999995,partially_blocked,physical_below_generation
2024-10-01,T_SHRSW-1,SHRSO-1,,,,unmapped,47,15,32,0.0,2770.0,1030.5,1739.5,0.0,0.0,1739.5,0.0,208.606,partially_blocked,physical_below_generation
2024-10-01,T_SHRSW-2,SHRSO-2,,,,unmapped,47,16,31,0.0,2661.0,1034.0,1627.0,0.0,0.0,1627.0,0.0,227.144,partially_blocked,physical_below_generation
2024-10-01,T_RMPNO-1,RMPNO-1,,,,unmapped,48,29,19,0.0,3748.0,2169.5,1578.5,0.0,0.0,1519.5,59.0,269.48699999999997,partially_blocked,physical_below_generation
2024-10-01,T_GANW-11,GAOFO-1,,,,unmapped,48,8,40,0.0,1673.0,112.0,1561.0,0.0,0.0,1561.0,0.0,43.30499999999999,partially_blocked,physical_below_generation
2024-10-01,T_DDGNO-4,DDGNO-4,,,,unmapped,48,4,44,0.0,1648.0,125.5,1522.5,0.0,0.0,1522.5,0.0,36.788,partially_blocked,physical_below_generation
2024-10-01,T_GANW-13,GAOFO-3,,,,unmapped,48,9,39,0.0,1674.0,206.5,1467.5,0.0,0.0,1467.5,0.0,41.449999999999996,partially_blocked,physical_below_generation
2024-10-01,T_GANW-22,GAOFO-2,,,,unmapped,48,12,36,0.0,1686.5,264.5,1422.0,0.0,0.0,1305.5,116.5,48.28999999999999,partially_blocked,physical_below_generation
2024-10-01,T_WLNYO-2,WLNYO-2,,,,unmapped,48,22,26,0.0,2487.25,1172.25,1315.0,0.0,0.0,1315.0,0.0,223.70999999999998,partially_blocked,physical_below_generation
2024-10-01,T_WHILW-1,WHILW-1,,,,unmapped,48,20,28,0.0,2361.5,1063.5,1298.0,0.0,0.0,1298.0,0.0,144.19799999999998,partially_blocked,physical_below_generation
2024-10-01,T_DDGNO-3,DDGNO-3,,,,unmapped,48,13,35,0.0,1896.5,600.0,1296.5,0.0,0.0,1296.5,0.0,63.91,partially_blocked,physical_below_generation
2024-10-01,T_DDGNO-1,DDGNO-1,,,,unmapped,48,13,35,0.0,1858.5,591.5,1267.0,0.0,0.0,1267.0,0.0,66.83699999999999,partially_blocked,physical_below_generation
2024-10-01,T_DDGNO-2,DDGNO-2,,,,unmapped,48,5,43,0.0,1304.5,105.0,1199.5,0.0,0.0,1199.5,0.0,42.499,partially_blocked,physical_below_generation
2024-10-01,T_GANW-24,GAOFO-4,,,,unmapped,48,19,29,0.0,1677.5,554.5,1123.0,0.0,0.0,1084.5,38.5,50.690000000000005,partially_blocked,physical_below_generation
2024-10-01,T_THNTO-1,THNTO-1,,,,unmapped,48,6,42,0.0,1092.25,31.0,1061.25,0.0,0.0,1061.25,0.0,20.515,partially_blocked,physical_below_generation
2024-10-01,T_THNTO-2,THNTO-2,,,,unmapped,48,6,42,0.0,1092.25,31.0,1061.25,0.0,0.0,1061.25,0.0,20.679000000000002,partially_blocked,physical_below_generation
2024-10-01,T_GNFSW-1,GNFSW-1,east_anglia_offshore,East Anglia Offshore,England/Wales,mapped,48,21,27,2.8166666666666664,1725.4333333333334,700.5,1027.75,0.0,0.0,1027.75,0.0,191.82999999999998,partially_blocked,physical_below_generation
2024-10-01,T_AKGLW-2,AKGLW-2,,,,unmapped,48,0,48,0.0,1023.25,0.0,1023.25,0.0,0.0,1023.25,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,T_RMPNO-2,RMPNO-2,,,,unmapped,48,34,14,0.0,3507.5,2511.0,996.5,0.0,0.0,806.5,190.0,239.40699999999998,partially_blocked,physical_below_generation
2024-10-01,T_SOKYW-1,SOKYW-1,,,,unmapped,48,0,48,0.0,974.25,0.0,974.25,0.0,0.0,974.25,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,T_GYMR-28,GYMRO-28,north_wales_offshore,North Wales Offshore,England/Wales,mapped,48,0,48,0.0,871.0,0.0,871.0,871.0,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_WLNYW-1,WLNYW-1,,,,unmapped,48,19,29,0.0,1340.25,476.75,863.5,0.0,0.0,863.5,0.0,109.15,partially_blocked,physical_below_generation
2024-10-01,T_HOWBO-2,HOWBO-2,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,48,42,6,0.0,8357.0,7525.25,831.75,0.0,0.0,831.75,0.0,836.02,partially_blocked,physical_below_generation
2024-10-01,T_CRYRW-2,CRYRW-2,,,,unmapped,48,17,31,0.0,1581.0,749.75,831.25,0.0,0.0,831.25,0.0,167.788,partially_blocked,physical_below_generation
2024-10-01,T_KLGLW-1,KLGLW-1,,,,unmapped,48,31,17,0.0,2350.0,1574.5,775.5,0.0,0.0,775.5,0.0,339.489,partially_blocked,physical_below_generation
2024-10-01,T_GNFSW-2,GNFSW-2,east_anglia_offshore,East Anglia Offshore,England/Wales,mapped,48,16,32,1.6,1080.9,342.0,740.5,0.0,0.0,740.5,0.0,114.441,partially_blocked,physical_below_generation
2024-10-01,T_PNYCW-1,PNYCW-1,,,England/Wales,region_only,48,4,44,3.316666666666667,771.6833333333334,38.75,736.25,0.0,0.0,736.25,0.0,25.79,partially_blocked,physical_below_generation
2024-10-01,T_WDNSO-1,WDNSO-1,,,,unmapped,48,24,24,0.0,1488.0,758.5,729.5,0.0,0.0,729.5,0.0,161.144,partially_blocked,physical_below_generation
2024-10-01,T_SGRWO-1,SGRWO-1,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,48,6,42,16.916666666666668,1531.55,832.0,716.4666666666667,0.0,0.0,716.4666666666667,0.0,112.39599999999999,partially_blocked,physical_below_generation
2024-10-01,T_FALGW-1,FALGW-1,,,,unmapped,48,26,22,0.0,1972.25,1261.75,710.5,0.0,0.0,710.5,0.0,157.58,partially_blocked,physical_below_generation
2024-10-01,T_WDNSO-2,WDNSO-2,,,,unmapped,48,24,24,0.0,1488.0,876.0,612.0,0.0,0.0,612.0,0.0,214.32399999999998,partially_blocked,physical_below_generation
2024-10-01,E_BURBO,BURBW-1,,,,unmapped,48,23,25,0.0,1184.0,639.75,544.25,0.0,0.0,544.25,0.0,115.08500000000001,partially_blocked,physical_below_generation
2024-10-01,T_WHILW-2,WHILW-2,,,,unmapped,48,28,20,0.0,1442.0,921.0,521.0,0.0,0.0,521.0,0.0,212.60999999999999,partially_blocked,physical_below_generation
2024-10-01,T_SGRWO-6,SGRWO-6,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,48,4,44,30.900000000000002,1071.1,689.0,413.0,0.0,0.0,413.0,0.0,46.079999999999984,partially_blocked,physical_below_generation
2024-10-01,T_OMNDW-1,OMNDO-1,,,,unmapped,48,4,44,0.0,437.25,29.75,407.5,0.0,0.0,407.5,0.0,5.58,partially_blocked,physical_below_generation
2024-10-01,T_ABRBO-1,ABRBO-1,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,48,0,48,0.0,404.75,0.0,404.75,0.0,0.0,404.75,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,T_HRSTW-1,HRSTW-1,,,,unmapped,48,36,12,0.0,1453.0,1069.0,384.0,0.0,0.0,384.0,0.0,367.52,partially_blocked,physical_below_generation
2024-10-01,T_AFTOW-1,AFTOW-1,,,,unmapped,48,5,43,0.0,367.5,40.0,327.5,0.0,0.0,327.5,0.0,3.3209999999999997,partially_blocked,physical_below_generation
2024-10-01,T_KPMRW-1,KPMRW-1,,,,unmapped,48,27,21,0.0,690.25,410.0,280.25,0.0,0.0,280.25,0.0,65.14,partially_blocked,physical_below_generation
2024-10-01,T_BEINW-1,BEINW-1,,,,unmapped,48,29,19,0.0,725.5,454.0,271.5,0.0,0.0,271.5,0.0,111.14500000000001,partially_blocked,physical_below_generation
2024-10-01,T_CLDNW-1,CLDNW-1,,,Scotland,region_only,48,0,48,3.5166666666666666,267.0416666666667,0.0,270.55833333333334,0.0,0.0,270.55833333333334,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,T_DBAWO-1,DBAWO-1,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,mapped,24,0,24,0.0,264.0,0.0,264.0,264.0,0.0,0.0,0.0,0.0,fully_blocked,outage
2024-10-01,T_GYMR-15,GYMRO-15,north_wales_offshore,North Wales Offshore,England/Wales,mapped,48,42,6,0.0,1896.5,1633.0,263.5,0.0,0.0,161.0,102.5,395.39,partially_blocked,physical_below_generation
2024-10-01,T_BLKWW-1,BLKWW-1,,,,unmapped,48,28,20,0.0,689.25,434.25,255.0,0.0,0.0,255.0,0.0,99.181,partially_blocked,physical_below_generation
2024-10-01,T_WDRGW-1,WDRGW-1,,,,unmapped,48,18,30,0.0,488.75,236.75,252.0,0.0,0.0,252.0,0.0,59.942,partially_blocked,physical_below_generation
2024-10-01,T_RREW-1,RREW-1,,,,unmapped,48,37,11,0.0,1068.0,839.0,229.0,0.0,0.0,66.5,162.5,264.35400000000004,partially_blocked,physical_inconsistent
2024-10-01,T_KYPEW-1,KYPEW-1,,,,unmapped,32,14,18,0.0,458.25,237.25,221.0,0.0,0.0,221.0,0.0,31.070999999999998,partially_blocked,physical_below_generation
2024-10-01,T_WISTW-2,WISTW-2,,,,unmapped,48,32,16,0.0,833.75,614.5,219.25,0.0,0.0,219.25,0.0,181.14999999999998,partially_blocked,physical_below_generation
2024-10-01,T_GLWSW-1,GLWSW-1,,,,unmapped,48,18,30,0.0,390.75,184.75,206.0,0.0,0.0,206.0,0.0,31.398,partially_blocked,physical_below_generation
2024-10-01,T_MIDMW-1,MIDMW-1,,,,unmapped,48,29,19,0.0,591.0,390.75,200.25,0.0,0.0,200.25,0.0,72.45100000000001,partially_blocked,physical_below_generation
2024-10-01,T_BLLA-1,BLLA-1,,,,unmapped,48,33,15,0.0,718.0,518.5,199.5,0.0,0.0,199.5,0.0,128.488,partially_blocked,physical_below_generation
2024-10-01,E_ASHWW-1,ASHWW-1,,,,unmapped,48,23,25,0.0,394.75,199.75,195.0,0.0,0.0,195.0,0.0,31.554000000000002,partially_blocked,physical_below_generation
2024-10-01,T_BOWLW-1,BOWLW-1,,,,unmapped,48,29,19,0.0,441.0,256.5,184.5,0.0,0.0,184.5,0.0,67.544,partially_blocked,physical_below_generation
2024-10-01,T_BLLA-2,BLLA-2,,,,unmapped,48,32,16,0.0,574.5,393.5,181.0,0.0,0.0,181.0,0.0,78.52799999999999,partially_blocked,physical_below_generation
2024-10-01,T_AKGLW-3,AKGLW-3,,,,unmapped,48,42,6,0.0,1422.0,1247.25,174.75,0.0,0.0,174.75,0.0,244.96900000000002,partially_blocked,physical_below_generation
2024-10-01,E_BTUIW-3,BTUIW-3,,,,unmapped,48,20,28,0.0,325.5,152.0,173.5,0.0,0.0,173.5,0.0,38.057,partially_blocked,physical_below_generation
2024-10-01,T_CLDCW-1,CLDCW-1,,,Scotland,region_only,48,1,47,1.4166666666666665,228.45833333333331,56.5,173.375,0.0,0.0,173.375,0.0,4.094999999999999,partially_blocked,physical_below_generation
2024-10-01,T_SGRWO-5,SGRWO-5,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,48,28,20,3.1333333333333333,1120.05,957.45,165.73333333333335,0.0,0.0,165.73333333333335,0.0,487.853,partially_blocked,physical_below_generation
2024-10-01,T_DUNGW-1,DUNGW-1,,,,unmapped,48,18,30,0.0,366.425,209.0,157.42499999999995,0.0,0.0,157.42499999999995,0.0,57.113,partially_blocked,physical_below_generation
2024-10-01,T_MILWW-1,MILWW-1,,,,unmapped,48,31,17,0.0,571.25,424.0,147.25,0.0,0.0,147.25,0.0,177.64999999999998,partially_blocked,physical_below_generation
2024-10-01,T_DOREW-2,DOREW-2,,,,unmapped,48,27,21,0.0,354.75,212.5,142.25,0.0,0.0,142.25,0.0,53.141,partially_blocked,physical_below_generation
2024-10-01,T_SANQW-1,SANQW-1,,,,unmapped,48,33,15,0.0,429.75,293.75,136.0,0.0,0.0,136.0,0.0,48.346999999999994,partially_blocked,physical_below_generation
2024-10-01,T_SGRWO-3,SGRWO-3,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,48,22,26,10.233333333333334,1486.4,1361.0333333333333,135.6,0.0,0.0,135.6,0.0,1022.3513333333333,partially_blocked,physical_below_generation
2024-10-01,T_DOREW-1,DOREW-1,,,,unmapped,48,25,23,0.0,328.75,196.75,132.0,0.0,0.0,132.0,0.0,64.55,partially_blocked,physical_below_generation
2024-10-01,T_DNLWW-1,DNLWW-1,,,,unmapped,48,15,33,0.0,204.5,74.0,130.5,0.0,0.0,130.5,0.0,6.324999999999999,partially_blocked,physical_below_generation
2024-10-01,T_ARCHW-1,ARCHW-1,,,,unmapped,48,33,15,0.0,450.5,323.0,127.5,0.0,0.0,127.5,0.0,91.53,partially_blocked,physical_below_generation
2024-10-01,T_RRWW-1,RRWW-1,,,,unmapped,48,42,6,0.0,1060.5,936.5,124.0,0.0,0.0,54.0,70.0,321.62899999999996,partially_blocked,physical_below_generation
2024-10-01,T_DOUGW-1,DOUGW-1,,,,unmapped,48,0,48,0.0,111.5,0.0,111.5,0.0,0.0,111.5,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,T_MYGPW-1,MYGPW-1,,,,unmapped,48,10,38,0.0,145.25,39.25,106.0,0.0,0.0,106.0,0.0,39.25,partially_blocked,physical_below_generation
2024-10-01,T_SGRWO-4,SGRWO-4,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,48,28,20,6.783333333333332,1608.3666666666668,1510.3583333333331,104.79166666666667,0.0,0.0,104.79166666666667,0.0,1041.4893333333334,partially_blocked,physical_below_generation
2024-10-01,T_EWHLW-1,EWHLW-1,,,,unmapped,18,7,11,0.0,179.0,75.0,104.0,0.0,0.0,104.0,0.0,5.463,partially_blocked,physical_below_generation
2024-10-01,T_SAKNW-1,SAKNW-1,,,,unmapped,48,31,17,0.0,493.75,390.0,103.75,0.0,0.0,103.75,0.0,169.60399999999998,partially_blocked,physical_below_generation
2024-10-01,T_DALQW-1,DALQW-1,,,,unmapped,48,32,16,0.0,415.5,315.5,100.0,0.0,0.0,100.0,0.0,97.019,partially_blocked,physical_below_generation
2024-10-01,T_ACHRW-1,ACHRW-1,,,,unmapped,48,15,33,0.0,146.5,49.5,97.0,0.0,0.0,97.0,0.0,13.562999999999999,partially_blocked,physical_below_generation
2024-10-01,T_CRYRW-3,CRYRW-3,,,,unmapped,48,23,25,0.0,228.25,132.0,96.25,0.0,0.0,96.25,0.0,23.609,partially_blocked,physical_below_generation
2024-10-01,T_STLGW-2,STLGW-2,,,,unmapped,48,0,48,0.0,94.32499999999999,0.0,94.32499999999999,0.0,0.0,94.32499999999999,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,E_HBHDW-1,HBHDW-1,,,,unmapped,48,38,10,0.0,540.0,445.75,94.25,0.0,0.0,94.25,0.0,92.345,partially_blocked,physical_below_generation
2024-10-01,T_CLDSW-1,CLDSW-1,,,,unmapped,48,5,43,0.0,170.64166666666665,78.0,92.64166666666665,0.0,0.0,92.64166666666665,0.0,4.647,partially_blocked,physical_below_generation
2024-10-01,T_GNAPW-1,GNAPW-1,,,,unmapped,48,16,32,0.0,144.5,52.5,92.0,0.0,0.0,86.5,5.5,13.433,partially_blocked,physical_below_generation
2024-10-01,T_MKHLW-1,MKHLW-1,,,,unmapped,48,29,19,0.0,258.5,169.0,89.5,0.0,0.0,89.5,0.0,53.99,partially_blocked,physical_below_generation
2024-10-01,T_TDBNW-1,TDBNW-1,,,,unmapped,48,0,48,0.0,85.55,0.0,85.55,0.0,0.0,85.55,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,E_GRGRW-1,GRGRW-1,,,,unmapped,48,38,10,0.0,491.5,406.75,84.75,0.0,0.0,84.75,0.0,101.66900000000001,partially_blocked,physical_below_generation
2024-10-01,T_CGTHW-1,CGTHW-1,,,,unmapped,48,33,15,0.0,353.5,275.5,78.0,0.0,0.0,78.0,0.0,111.87,partially_blocked,physical_below_generation
2024-10-01,T_GRIFW-2,GRIFW-2,,,,unmapped,48,10,38,0.0,147.0,72.0,75.0,0.0,0.0,75.0,0.0,10.379,partially_blocked,physical_below_generation
2024-10-01,E_HRHLW-1,HRHLW-1,,,,unmapped,48,28,20,0.0,195.5,121.5,74.0,0.0,0.0,74.0,0.0,27.374,partially_blocked,physical_below_generation
2024-10-01,T_GYMR-26,GYMRO-26,north_wales_offshore,North Wales Offshore,England/Wales,mapped,48,45,3,0.0,1219.0,1147.0,72.0,0.0,0.0,72.0,0.0,256.54999999999995,partially_blocked,physical_below_generation
2024-10-01,T_STLGW-1,STLGW-1,,,,unmapped,48,5,43,0.0,92.39166666666668,22.5,69.89166666666668,0.0,0.0,69.89166666666668,0.0,1.6650000000000005,partially_blocked,physical_below_generation
2024-10-01,T_BEATO-1,BEATO-1,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,8,40,0.0,166.8,97.0,69.80000000000001,0.0,0.0,69.80000000000001,0.0,23.974000000000004,partially_blocked,physical_below_generation
2024-10-01,T_GRIFW-1,GRIFW-1,,,,unmapped,48,13,35,0.0,150.20833333333331,81.5,68.70833333333334,0.0,0.0,68.70833333333334,0.0,20.131999999999998,partially_blocked,physical_below_generation
2024-10-01,T_WHIHW-1,WHIHW-1,,,,unmapped,48,34,14,0.0,373.0,305.0,68.0,0.0,0.0,68.0,0.0,42.187,partially_blocked,physical_below_generation
2024-10-01,T_KILBW-1,KILBW-1,,,,unmapped,48,37,11,0.0,272.25,208.25,64.0,0.0,0.0,64.0,0.0,134.46299999999997,partially_blocked,physical_below_generation
2024-10-01,E_BTUIW-2,BTUIW-2,,,,unmapped,48,26,22,0.0,145.5,84.0,61.5,0.0,0.0,61.5,0.0,22.796,partially_blocked,physical_below_generation
2024-10-01,T_TWSHW-1,TWSHW-1,,,,unmapped,48,41,7,0.0,552.75,492.75,60.0,0.0,0.0,60.0,0.0,150.84699999999998,partially_blocked,physical_below_generation
2024-10-01,E_HLTWW-1,HLTWW-1,,,,unmapped,48,6,42,0.0,81.5,22.0,59.5,0.0,0.0,59.5,0.0,4.859,partially_blocked,physical_below_generation
2024-10-01,T_STLGW-3,STLGW-3,,,,unmapped,37,2,35,0.0,68.36666666666666,10.5,57.86666666666666,0.0,0.0,57.86666666666666,0.0,1.4089999999999998,partially_blocked,physical_below_generation
2024-10-01,T_GYMR-17,GYMRO-17,north_wales_offshore,North Wales Offshore,England/Wales,mapped,48,44,4,0.0,1569.0,1512.5,56.5,0.0,0.0,7.0,49.5,354.75,partially_blocked,physical_below_generation
2024-10-01,T_BEATO-3,BEATO-3,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,2,46,0.0,97.76666666666665,47.0,50.766666666666666,0.0,0.0,50.766666666666666,0.0,20.146,partially_blocked,physical_below_generation
2024-10-01,T_HALSW-1,HALSW-1,,,,unmapped,48,33,15,0.0,120.0,70.5,49.5,0.0,0.0,49.5,0.0,22.113,partially_blocked,physical_below_generation
2024-10-01,T_GRGBW-1,GRGBW-1,,,,unmapped,48,20,28,0.0,1633.1916666666666,1586.5,46.69166666666667,0.0,0.0,46.69166666666667,0.0,35.63499999999999,partially_blocked,physical_below_generation
2024-10-01,E_BRYBW-1,BRYBW-1,,,,unmapped,48,31,17,0.0,169.25,123.5,45.75,0.0,0.0,45.75,0.0,51.357,partially_blocked,physical_below_generation
2024-10-01,E_CRGTW-1,CRGTW-1,,,,unmapped,48,22,26,0.0,87.25,43.75,43.5,0.0,0.0,43.5,0.0,5.055999999999999,partially_blocked,physical_below_generation
2024-10-01,T_KENNW-1,KENNW-1,,,,unmapped,48,45,3,0.0,808.75,766.0,42.75,0.0,0.0,42.75,0.0,201.205,partially_blocked,physical_below_generation
2024-10-01,T_CRGHW-1,CRGHW-1,,,,unmapped,48,29,19,0.0,115.75,74.75,41.0,0.0,0.0,41.0,0.0,36.565,partially_blocked,physical_below_generation
2024-10-01,T_DRSLW-1,DRSLW-1,,,,unmapped,48,39,9,0.0,335.5,296.5,39.0,0.0,0.0,39.0,0.0,108.97399999999999,partially_blocked,physical_below_generation
2024-10-01,T_VKNGW-2,VKNGW-2,shetland_wind,Shetland Wind,Scotland,mapped,32,8,24,0.0,48.8,10.075,38.725,0.0,0.0,38.725,0.0,5.975173641304347,partially_blocked,physical_below_generation
2024-10-01,T_HADHW-1,HADHW-1,,,,unmapped,48,13,35,0.0,139.15833333333333,102.5,36.65833333333333,0.0,0.0,36.65833333333333,0.0,39.629,partially_blocked,physical_below_generation
2024-10-01,T_BEATO-4,BEATO-4,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,48,2,46,0.0,67.425,34.5,32.92499999999999,0.0,0.0,32.92499999999999,0.0,12.376000000000001,partially_blocked,physical_below_generation
2024-10-01,T_GORDW-1,GORDW-1,,,,unmapped,48,0,48,0.0,32.641666666666666,0.0,32.641666666666666,0.0,0.0,32.641666666666666,0.0,0.0,fully_blocked,physical_below_generation
2024-10-01,E_KINCW-1,KINCW-1,,,,unmapped,48,46,2,0.0,971.25,940.0,31.25,0.0,0.0,31.25,0.0,174.262,partially_blocked,physical_below_generation
