model_key,forecast_horizon_hours,forecast_horizon_label,slice_dimension,slice_value,error_focus_area,error_reduction_priority_rank,window_start_utc,window_end_utc,row_count,eligible_row_count,prediction_eligibility_rate,actual_opportunity_deliverable_mean_mwh,predicted_opportunity_deliverable_mean_mwh,mae_opportunity_deliverable_mwh,bias_opportunity_deliverable_mwh,actual_opportunity_gross_value_mean_eur,predicted_opportunity_gross_value_mean_eur,mae_opportunity_gross_value_eur,bias_opportunity_gross_value_eur,source_lineage
opportunity_potential_ratio_v2,1,t_plus_1h,all,all,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,1440,1400,0.9722222222222222,1.8726983387645582,0.140880535452735,2.013578874217293,1.7318178033118232,133.87998459212585,0.0,133.87998459212585,133.87998459212585,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,cluster_key,dogger_hornsea_offshore,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,216,210,0.9722222222222222,6.837864934201044,0.5281306642225629,7.365995598423607,6.309734269978481,490.79627149640834,0.0,490.79627149640834,490.79627149640834,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,cluster_key,east_anglia_offshore,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,288,280,0.9722222222222222,1.491863474082973,0.12110910015895104,1.612972574241924,1.370754373924022,107.39421988570219,0.0,107.39421988570219,107.39421988570219,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,cluster_key,east_coast_scotland_offshore,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,216,210,0.9722222222222222,0.8195766002409075,0.05058566941194808,0.8701622696528556,0.7689909308289595,57.43853065040673,0.0,57.43853065040673,57.43853065040673,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,cluster_key,humber_offshore,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,216,210,0.9722222222222222,1.1710731911691237,0.09044923645858043,1.2615224276277042,1.0806239547105434,84.05523674508834,0.0,84.05523674508834,84.05523674508834,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,cluster_key,moray_firth_offshore,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,288,280,0.9722222222222222,1.2502421755315107,0.08141939953490528,1.3316615750664162,1.1688227759966054,87.78817390599961,0.0,87.78817390599961,87.78817390599961,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,cluster_key,shetland_wind,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,216,210,0.9722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,connector_notice_market_state,no_public_connector_restriction,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,1440,1400,0.9722222222222222,1.8726983387645582,0.140880535452735,2.013578874217293,1.7318178033118232,133.87998459212585,0.0,133.87998459212585,133.87998459212585,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,curtailment_source_tier,regional_proxy,general,,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,1440,1400,0.9722222222222222,1.8726983387645582,0.140880535452735,2.013578874217293,1.7318178033118232,133.87998459212585,0.0,133.87998459212585,133.87998459212585,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,0,general,,2024-12-07 00:00:00+00:00,2024-12-09 01:00:00+00:00,60,40,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,1,general,,2024-12-07 01:00:00+00:00,2024-12-09 02:00:00+00:00,60,40,0.6666666666666666,20.430812127811926,0.0,20.430812127811926,20.430812127811926,1132.8783170811073,0.0,1132.8783170811073,1132.8783170811073,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,2,general,,2024-12-07 02:00:00+00:00,2024-12-09 03:00:00+00:00,60,60,1.0,5.888518596888941,0.0,5.888518596888941,5.888518596888941,398.3925837003636,0.0,398.3925837003636,398.3925837003636,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,3,general,,2024-12-07 03:00:00+00:00,2024-12-09 04:00:00+00:00,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,4,general,,2024-12-07 04:00:00+00:00,2024-12-09 05:00:00+00:00,60,60,1.0,11.876724186664157,0.0,11.876724186664157,11.876724186664157,1005.6865616265794,0.0,1005.6865616265794,1005.6865616265794,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,5,general,,2024-12-07 05:00:00+00:00,2024-12-09 06:00:00+00:00,60,60,1.0,12.31051036907864,0.0,12.31051036907864,12.31051036907864,964.5349504352555,0.0,964.5349504352555,964.5349504352555,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,6,general,,2024-12-07 06:00:00+00:00,2024-12-09 07:00:00+00:00,60,60,1.0,0.0,3.2872124938971496,3.2872124938971496,-3.2872124938971496,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,7,general,,2024-12-07 07:00:00+00:00,2024-12-09 08:00:00+00:00,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,8,general,,2024-12-07 08:00:00+00:00,2024-12-09 09:00:00+00:00,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,9,general,,2024-12-07 09:00:00+00:00,2024-12-09 10:00:00+00:00,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,10,general,,2024-12-07 10:00:00+00:00,2024-12-09 11:00:00+00:00,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
opportunity_potential_ratio_v2,1,t_plus_1h,feature_hour_of_day,11,general,,2024-12-07 11:00:00+00:00,2024-12-09 12:00:00+00:00,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fact_backtest_prediction_hourly
