settlement_date,elexon_bm_unit,national_grid_bm_unit,cluster_key,cluster_label,parent_region,mapping_status,dispatch_half_hour_count,estimated_dispatch_half_hour_count,blocked_dispatch_half_hour_count,accepted_down_delta_mwh_lower_bound,same_bmu_dispatch_down_increment_mwh_lower_bound,family_day_dispatch_down_increment_mwh_lower_bound,physical_dispatch_down_increment_mwh_lower_bound,estimated_dispatch_down_mwh_lower_bound,blocked_dispatch_down_mwh_lower_bound,blocked_outage_dispatch_down_mwh_lower_bound,blocked_availability_unknown_dispatch_down_mwh_lower_bound,blocked_physical_below_generation_dispatch_down_mwh_lower_bound,blocked_physical_inconsistent_dispatch_down_mwh_lower_bound,lost_energy_mwh,dispatch_alignment_state,primary_dispatch_block_reason
2024-10-07,T_VKNGW-1,VKNGW-1,shetland_wind,Shetland Wind,Scotland,mapped,9,8,1,1.3,3.6333333333333333,0.0,3.6333333333333333,4.300000000000001,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,50.69813333333334,partially_blocked,physical_below_generation
2024-10-07,T_VKNGW-2,VKNGW-2,shetland_wind,Shetland Wind,Scotland,mapped,11,10,1,1.6166666666666665,4.0,0.0,4.0,5.066666666666666,0.55,0.0,0.0,0.55,0.0,86.81179999999999,partially_blocked,physical_below_generation
2024-10-07,T_DOREW-1,DOREW-1,,,,unmapped,2,1,1,0.15,5.5,0.0,5.5,5.5,0.15,0.0,0.0,0.15,0.0,3.6109999999999998,partially_blocked,physical_below_generation
2024-10-07,T_DOREW-2,DOREW-2,,,,unmapped,1,0,1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,fully_blocked,physical_below_generation
2024-10-07,T_KYPEW-1,KYPEW-1,,,,unmapped,8,6,2,0.11666666666666667,6.716666666666667,0.0,6.716666666666667,6.75,0.08333333333333334,0.0,0.0,0.08333333333333334,0.0,6.214,partially_blocked,physical_below_generation
2024-10-07,T_KENNW-1,KENNW-1,,,,unmapped,11,10,1,0.16666666666666669,18.4,0.0,18.4,18.5,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,11.754999999999999,partially_blocked,physical_below_generation
2024-10-07,T_MOWEO-1,MOWEO-1,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,12,12,0,7.2,392.3,657.0,1049.3,1056.5,0.0,0.0,0.0,0.0,0.0,267.242,fully_estimated,
2024-10-07,T_MOWEO-2,MOWEO-2,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,14,14,0,1.6333333333333333,145.0,1099.5,1244.5,1246.1333333333334,0.0,0.0,0.0,0.0,0.0,183.96800000000005,fully_estimated,
2024-10-07,T_HALSW-1,HALSW-1,,,,unmapped,3,3,0,0.6333333333333333,29.366666666666667,0.0,29.366666666666667,30.0,0.0,0.0,0.0,0.0,0.0,19.713,fully_estimated,
2024-10-07,T_GORDW-2,GORDW-2,,,,unmapped,2,2,0,0.4,11.991666666666667,0.0,11.991666666666667,12.391666666666667,0.0,0.0,0.0,0.0,0.0,6.778666666666667,fully_estimated,
2024-10-07,T_VKNGW-3,VKNGW-3,shetland_wind,Shetland Wind,Scotland,mapped,5,5,0,0.31666666666666665,8.766666666666666,0.0,8.766666666666666,9.083333333333334,0.0,0.0,0.0,0.0,0.0,52.020266666666664,fully_estimated,
2024-10-07,E_BTUIW-3,BTUIW-3,,,,unmapped,11,11,0,0.3,30.2,0.0,30.2,30.5,0.0,0.0,0.0,0.0,0.0,26.538,fully_estimated,
2024-10-07,T_SGRWO-5,SGRWO-5,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,mapped,3,3,0,0.26666666666666666,1.0416666666666665,0.0,1.0416666666666665,1.3083333333333333,0.0,0.0,0.0,0.0,0.0,13.472216666666666,fully_estimated,
2024-10-07,T_VKNGW-4,VKNGW-4,shetland_wind,Shetland Wind,Scotland,mapped,3,3,0,0.25,6.0,0.0,6.0,6.25,0.0,0.0,0.0,0.0,0.0,43.2558,fully_estimated,
2024-10-07,T_MOWEO-3,MOWEO-3,moray_firth_offshore,Moray Firth Offshore,Scotland,mapped,12,12,0,0.0,0.0,1195.0,1195.0,1195.0,0.0,0.0,0.0,0.0,0.0,169.09399999999997,fully_estimated,
