settlement_date,settlement_period,interval_start_local,interval_end_local,interval_start_utc,interval_end_utc,source_key,source_label,target_is_proxy,elexon_bm_unit,national_grid_bm_unit,bm_unit_name,lead_party_name,fuel_type,bm_unit_type,gsp_group_id,gsp_group_name,generation_capacity_mw,mapping_status,mapping_confidence,mapping_rule,cluster_key,cluster_label,parent_region,generation_mwh,pn_level_from_mw,pn_level_to_mw,pn_mean_mw,pn_mwh,qpn_level_from_mw,qpn_level_to_mw,qpn_mean_mw,qpn_mwh,mils_level_from_mw,mils_level_to_mw,mils_mean_mw,mils_mwh,mels_level_from_mw,mels_level_to_mw,mels_mean_mw,mels_mwh,physical_baseline_source_dataset,physical_baseline_mwh,physical_consistency_flag,counterfactual_method,counterfactual_valid_flag
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_ASHWW-1,ASHWW-1,Andershaw Wind Farm,Statkraft Markets Gmbh,WIND,E,_N,South Scotland,35.0,unmapped,none,,,,,0.47,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,17.5,PN,0.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BABAW-1,BABAW-1,Baillie Wind Farm,Statkraft Markets Gmbh,WIND,E,_P,North Scotland,52.5,unmapped,none,,,,,7.338,15.0,15.0,15.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,26.0,PN,7.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BETHW-1,BETHW-1,BETHW-1,SP Renewables (UK) Limited,WIND,E,_P,North Scotland,29.75,unmapped,none,,,,,-0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,13.5,QPN,0.0,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BNWKW-1,BNWKW-1,Burn of Whilk Windfarm,Eneco Energy Trade,WIND,E,_P,North Scotland,22.5,unmapped,none,,,,,7.437,14.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,11.0,PN,7.0,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BRYBW-1,BRYBW-1,Berry Burn Wind Farm,Statkraft Markets Gmbh,WIND,E,_P,North Scotland,62.708,unmapped,none,,,,,3.098,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,66.0,33.0,PN,5.0,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BTUIW-2,BTUIW-2,Beinn An Tuirc 2,SP Renewables (UK) Limited,WIND,E,_P,North Scotland,43.7,unmapped,none,,,,,1.257,3.0,3.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,20.0,PN,1.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BTUIW-3,BTUIW-3,Beinn an Tuirc III Windfarm,SP Renewables (UK) Limited,WIND,E,_P,North Scotland,52.0,unmapped,none,,,,,2.137,7.0,7.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,25.0,PN,3.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_BURBO,BURBW-1,Burbo Offshore Wind,Orsted Burbo (UK) Limited,WIND,E,_D,Merseyside North Wales,90.0,unmapped,none,,,,,3.273,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,45.0,PN,3.0,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_CLFLW-1,CLFLW-1,Clachan Flats,SP Renewables (UK) Limited,WIND,E,_P,North Scotland,15.0,unmapped,none,,,,,0.576,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.5,PN,0.5,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_CNCLW-1,CNCLW-1,Coire Na Cloiche WF,Statkraft Markets Gmbh,WIND,E,_P,North Scotland,30.52,unmapped,none,,,,,0.398,3.0,3.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,15.0,PN,1.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_CRGTW-1,CRGTW-1,Craig 2 Wind Farm,British Gas Trading Ltd,WIND,E,_N,South Scotland,4.7,unmapped,none,,,,,0.002,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.5,PN,0.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_GRGRW-1,GRGRW-1,Greengairs East WF-1,Greengairs East Wind Farm Ltd,WIND,E,_N,South Scotland,36.0,unmapped,none,,,,,-0.007,3.0,2.0,2.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,18.0,PN,1.25,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_HBHDW-1,HBHDW-1,HARBURNHEADWF,LDV Harburnhead Ltd,WIND,E,_N,South Scotland,51.7,unmapped,none,,,,,0.061,2.0,1.0,1.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,26.0,PN,0.75,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_HLTWW-1,HLTWW-1,Hill of Towie,ScottishPower Energy Retail,WIND,E,_P,North Scotland,48.0,unmapped,none,,,,,2.421,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,24.0,PN,3.0,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_HRHLW-1,HRHLW-1,Hare Hill Extension Windfarm,SP Renewables (UK) Limited,WIND,E,_N,South Scotland,30.0,unmapped,none,,,,,0.127,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,13.5,PN,0.5,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_HYWDW-1,HYWDW-1,Hywind Generator BMU1,HYWINDSC,WIND,E,_P,North Scotland,30.0,unmapped,none,,,,,5.821,11.0,11.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,5.5,PN,5.5,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_KINCW-1,KINCW-1,Kincardine Offshore Windfarm,Statkraft Markets Gmbh,WIND,E,_P,North Scotland,49.6,unmapped,none,,,,,14.885,29.0,31.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,25.0,PN,15.0,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_PIBUW-1,PIBUW-1,Pines Burn Wind Farm,Npower Commercial Gas Limited,WIND,E,_N,South Scotland,36.0,unmapped,none,,,,,-0.004,4.0,3.0,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,25.0,PN,1.75,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,E_TULWW-1,TULWW-1,Tullo Windfarm,Eneco Energy Trade,WIND,E,_P,North Scotland,17.0,unmapped,none,,,,,1.378,8.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,8.5,PN,4.0,True,pn_qpn_physical_max,True
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,T_ABRBO-1,ABRBO-1,ABRBO-1,Aberdeen Offshore Wind Farm,WIND,T,,,99.0,mapped,high,Direct BMU and name matches for Seagreen and Aberdeen offshore projects.,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,26.27,39.0,39.0,39.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,48.5,PN,9.75,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,T_ACHRW-1,ACHRW-1,AChruach Wind Farm,Mobius Renewables Gen. (GB2,WIND,T,,,42.6,unmapped,none,,,,,4.822,11.0,8.0,9.5,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,21.0,PN,4.75,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,T_AFTOW-1,AFTOW-1,Afton Wind Farm,Afton Wind Farm Limited,WIND,T,,,50.0,unmapped,none,,,,,2.453,3.0,3.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,25.0,PN,1.5,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,T_AKGLW-2,AKGLW-2,AIKENGALL II,Aikengall 2 CWCL,WIND,T,,,63.84,unmapped,none,,,,,6.07,6.0,4.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,31.5,PN,2.5,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,T_AKGLW-3,AKGLW-3,AIKENGALL2A-W,AIK2A Sustainable Energy Ltd,WIND,T,,,163.4,unmapped,none,,,,,5.196,8.0,5.0,6.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,81.0,40.5,PN,3.25,True,pn_qpn_physical_max,False
2024-10-07,1,2024-10-07 00:00:00+01:00,2024-10-07 00:30:00+01:00,2024-10-06 23:00:00+00:00,2024-10-06 23:30:00+00:00,balancing_physical,Elexon balancing physical positions,False,T_ANSUW-1,ANSUW-1,An Suidhe 1,Statkraft Markets Gmbh,WIND,T,,,19.36,unmapped,none,,,,,1.39,5.0,4.0,4.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,9.5,PN,2.25,True,pn_qpn_physical_max,True
