display_order,benchmark_window_key,benchmark_window_label,benchmark_window_start_date,benchmark_window_end_date,opportunity_input_path,model_key,blocker_type,blocker_scope,blocker_day_count,blocker_row_count,top_blocker_slice_key,top_slice_dimension,top_slice_value,top_route_name,top_cluster_key,mean_blocker_priority_score,max_blocker_priority_score,eligible_row_count_sum,actual_volume_mwh_sum,mean_deliverable_abs_error_mwh_mean,max_deliverable_abs_error_mwh_max,recommended_next_step,source_lineage
1,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,2024-10-01,2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,opportunity_potential_ratio_v2,gb_nl_t_plus_1h_mae_above_target,route_slice,2,33,route=R2_netback_GB_NL_DE_PL|cluster=dogger_hornsea_offshore|hub=britned|internal=reviewed_internal_constraint_boundary|tier=reviewed|focus=reviewed_internal_transfer,route_name,R2_netback_GB_NL_DE_PL,R2_netback_GB_NL_DE_PL,dogger_hornsea_offshore,133.9041897712528,1374.0297394448576,282,1339.8572344535085,12.595502100844282,170.0,inspect GB-NL route slices and worst hours before another model change,fact_model_blocker_priority
1,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,2024-10-01,2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,opportunity_potential_ratio_v2,route_drift_warn,route_drift_slice,4,115,route=R2_netback_GB_NL_DE_PL|cluster=dogger_hornsea_offshore|hub=britned|internal=reviewed_internal_constraint_boundary|tier=reviewed|focus=reviewed_internal_transfer,route_name,R2_netback_GB_NL_DE_PL,R2_netback_GB_NL_DE_PL,dogger_hornsea_offshore,56.808933119601654,1245.214451371902,1222,1771.8430197564219,5.15311996856429,170.0,inspect warned route slices and regime-transition hours,fact_model_blocker_priority
1,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,2024-10-01,2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,opportunity_potential_ratio_v2,cluster_drift_warn,cluster_drift_slice,4,146,route=R2_netback_GB_NL_DE_PL|cluster=dogger_hornsea_offshore|hub=britned|internal=reviewed_internal_constraint_boundary|tier=reviewed|focus=reviewed_internal_transfer,cluster_key,dogger_hornsea_offshore,R2_netback_GB_NL_DE_PL,dogger_hornsea_offshore,43.728958067265786,1159.023755687882,1437,1674.899154839241,4.012527341893382,170.0,inspect warned cluster slices and internal-transfer assumptions,fact_model_blocker_priority
1,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,2024-10-01,2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,opportunity_potential_ratio_v2,overall_t_plus_1h_mae_above_target,global_slice,2,90,route=R2_netback_GB_NL_DE_PL|cluster=dogger_hornsea_offshore|hub=britned|internal=reviewed_internal_constraint_boundary|tier=reviewed|focus=reviewed_internal_transfer,route_name,R2_netback_GB_NL_DE_PL,R2_netback_GB_NL_DE_PL,dogger_hornsea_offshore,43.221251167905564,858.7685871530359,940,1457.016910220228,5.920124945495343,170.0,reduce high-volume slice error before the next readiness rerun,fact_model_blocker_priority
1,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,2024-10-01,2024-10-07,curtailment_opportunity_live_britned_reviewed_2024-10-01_2024-10-07,opportunity_potential_ratio_v2,proxy_internal_transfer_share_too_high,internal_transfer_slice,5,110,route=R2_netback_GB_NL_DE_PL|cluster=moray_firth_offshore|hub=britned|internal=gb_topology_transfer_gate_proxy|tier=reviewed|focus=proxy_internal_transfer,internal_transfer_evidence_tier,gb_topology_transfer_gate_proxy,R2_netback_GB_NL_DE_PL,moray_firth_offshore,23.17322648731541,406.3327338021128,1489,321.8725991222666,1.8518633971595808,62.61640201732408,replace proxy internal-transfer reliance with reviewed evidence on this slice,fact_model_blocker_priority
2,curtailment_opportunity_live_britned_reviewed_2024-10-14_2024-10-16,curtailment_opportunity_live_britned_reviewed_2024-10-14_2024-10-16,2024-10-14,2024-10-16,curtailment_opportunity_live_britned_reviewed_2024-10-14_2024-10-16,opportunity_potential_ratio_v2,route_drift_warn,route_drift_slice,1,36,route=R1_netback_GB_FR_DE_PL|cluster=dogger_hornsea_offshore|hub=eleclink|internal=reviewed_internal_constraint_boundary|tier=no_price_signal|focus=blocked_internal_reviewed,route_name,R1_netback_GB_FR_DE_PL,R1_netback_GB_FR_DE_PL,dogger_hornsea_offshore,4.53125,4.53125,460,0.0,0.0,0.0,inspect warned route slices and regime-transition hours,fact_model_blocker_priority
2,curtailment_opportunity_live_britned_reviewed_2024-10-14_2024-10-16,curtailment_opportunity_live_britned_reviewed_2024-10-14_2024-10-16,2024-10-14,2024-10-16,curtailment_opportunity_live_britned_reviewed_2024-10-14_2024-10-16,opportunity_potential_ratio_v2,cluster_drift_warn,cluster_drift_slice,1,36,route=R1_netback_GB_FR_DE_PL|cluster=dogger_hornsea_offshore|hub=eleclink|internal=reviewed_internal_constraint_boundary|tier=no_price_signal|focus=blocked_internal_reviewed,cluster_key,dogger_hornsea_offshore,R1_netback_GB_FR_DE_PL,dogger_hornsea_offshore,4.21875,4.21875,460,0.0,0.0,0.0,inspect warned cluster slices and internal-transfer assumptions,fact_model_blocker_priority
6,curtailment_opportunity_live_britned_reviewed_2025-01-24_2025-01-26,curtailment_opportunity_live_britned_reviewed_2025-01-24_2025-01-26,2025-01-24,2025-01-26,curtailment_opportunity_live_britned_reviewed_2025-01-24_2025-01-26,opportunity_potential_ratio_v2,proxy_internal_transfer_share_too_high,internal_transfer_slice,2,36,route=R1_netback_GB_FR_DE_PL|cluster=dogger_hornsea_offshore|hub=eleclink|internal=gb_topology_transfer_gate_proxy|tier=capacity_unknown|focus=proxy_internal_transfer,internal_transfer_evidence_tier,gb_topology_transfer_gate_proxy,R1_netback_GB_FR_DE_PL,dogger_hornsea_offshore,0.2,0.19999999999999998,444,0.0,0.0,0.0,replace proxy internal-transfer reliance with reviewed evidence on this slice,fact_model_blocker_priority
